Experiment_Name,Paradigm,Modality,Subject,Object_Ch,Object_Pinyin,Object En,RT,ACC,Condition
E001,Continuous Naming,Speaking,1,坦克,tan3ke4,tank,771,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,毛笔,mao2bi3,writing brush,725,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,夹子,jia1zi5,clip,1016,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,书包,shu1bao1,schoolbag,565,1,PhonologyRelated_shu_Repetition1
E001,Continuous Naming,Speaking,1,静脉,jing4mai4,vein,1001,1,PhonologyRelated_jing_Repetition1
E001,Continuous Naming,Speaking,1,井盖,jing3gai4,well cover,694,1,PhonologyRelated_jing_Repetition1
E001,Continuous Naming,Speaking,1,拉链,la1lian4,zipper,857,1,PhonologyRelated_la_Repetition1
E001,Continuous Naming,Speaking,1,算盘,suan4pan2,abacus,652,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,花瓶,hua1ping2,vase,797,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,喇叭,la3ba5,horn,1143,1,PhonologyRelated_la_Repetition1
E001,Continuous Naming,Speaking,1,竖琴,shu4qin2,harp,803,1,PhonologyRelated_shu_Repetition1
E001,Continuous Naming,Speaking,1,戒指,jie4zhi5,ring,916,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,镜子,jing4zi5,mirror,816,1,PhonologyRelated_jing_Repetition1
E001,Continuous Naming,Speaking,1,树枝,shu4zhi1,branch,877,1,PhonologyRelated_shu_Repetition1
E001,Continuous Naming,Speaking,1,鼠标,shu3biao1,mouse,873,1,PhonologyRelated_shu_Repetition1
E001,Continuous Naming,Speaking,1,邮票,you2piao4,stamp,778,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,辣椒,la4jiao1,pepper,351,1,PhonologyRelated_la_Repetition1
E001,Continuous Naming,Speaking,1,精灵,jing1ling2,demon,775,1,PhonologyRelated_jing_Repetition1
E001,Continuous Naming,Speaking,1,马蹄,ma3ti2,waternut,917,1,PhonologyRelated_ma_Repetition1
E001,Continuous Naming,Speaking,1,梳子,shu1zi5,comb,633,1,PhonologyRelated_shu_Repetition1
E001,Continuous Naming,Speaking,1,鲸鱼,jing1yu2,whale,729,1,PhonologyRelated_jing_Repetition1
E001,Continuous Naming,Speaking,1,腊梅,la4mei2,wintersweet,847,1,PhonologyRelated_la_Repetition1
E001,Continuous Naming,Speaking,1,蜡烛,la4zhu2,candle,727,1,PhonologyRelated_la_Repetition1
E001,Continuous Naming,Speaking,1,马桶,ma3tong3,toilet,709,1,PhonologyRelated_ma_Repetition1
E001,Continuous Naming,Speaking,1,玉米,yu4mi3,corn,285,1,PhonologyRelated_yu_Repetition1
E001,Continuous Naming,Speaking,1,湖泊,hu2po1,lake,1097,1,PhonologyRelated_hu_Repetition1
E001,Continuous Naming,Speaking,1,蚂蚁,ma3yi3,ant,970,1,PhonologyRelated_ma_Repetition1
E001,Continuous Naming,Speaking,1,渔夫,yu2fu1,fisherman,837,1,PhonologyRelated_yu_Repetition1
E001,Continuous Naming,Speaking,1,雨伞,yu3san3,umbrella,973,1,PhonologyRelated_yu_Repetition1
E001,Continuous Naming,Speaking,1,箱子,xiang1zi5,case,803,1,PhonologyRelated_xiang_Repetition1
E001,Continuous Naming,Speaking,1,蝴蝶,hu2die2,butterfly,1031,1,PhonologyRelated_hu_Repetition1
E001,Continuous Naming,Speaking,1,护士,hu4shi5,nurse,1485,1,PhonologyRelated_hu_Repetition1
E001,Continuous Naming,Speaking,1,台灯,tai2deng1,lamp,938,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,麻花,ma2hua1,fried dough twist,965,1,PhonologyRelated_ma_Repetition1
E001,Continuous Naming,Speaking,1,麻雀,ma2que4,sparrow,741,1,PhonologyRelated_ma_Repetition1
E001,Continuous Naming,Speaking,1,鱼缸,yu2gang1,fishbowl,838,1,PhonologyRelated_yu_Repetition1
E001,Continuous Naming,Speaking,1,项链,xiang4lian4,necklace,703,1,PhonologyRelated_xiang_Repetition1
E001,Continuous Naming,Speaking,1,香蕉,xiang1jiao1,banana,1210,1,PhonologyRelated_xiang_Repetition1
E001,Continuous Naming,Speaking,1,葫芦,hu2lu5,calabash,855,1,PhonologyRelated_hu_Repetition1
E001,Continuous Naming,Speaking,1,冰箱,bing1xiang1,fridger,754,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,羽毛,yu3mao2,feathre,744,1,PhonologyRelated_yu_Repetition1
E001,Continuous Naming,Speaking,1,胡子,hu2zi5,beard,697,1,PhonologyRelated_hu_Repetition1
E001,Continuous Naming,Speaking,1,橡皮,xiang4pi2,eraser,880,0,PhonologyRelated_xiang_Repetition1
E001,Continuous Naming,Speaking,1,风扇,feng1shan4,electric fan,1040,1,PhonologyRelated_feng_Repetition1
E001,Continuous Naming,Speaking,1,蜂窝,feng1wo1,honeycomb,905,1,PhonologyRelated_feng_Repetition1
E001,Continuous Naming,Speaking,1,相机,xiang4ji1,camera,855,1,PhonologyRelated_xiang_Repetition1
E001,Continuous Naming,Speaking,1,皇冠,huang2guan1,crown,885,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,凤凰,feng4huang2,phoenix,830,1,PhonologyRelated_feng_Repetition1
E001,Continuous Naming,Speaking,1,胶卷,jiao1juan3,film,748,1,PhonologyRelated_jiao_Repetition1
E001,Continuous Naming,Speaking,1,信封,xin4feng1,envelope,591,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,萝卜,luo2bo5,carrot,1225,1,PhonologyRelated_luo_Repetition1
E001,Continuous Naming,Speaking,1,教堂,jiao4tang2,church,1022,1,PhonologyRelated_jiao_Repetition1
E001,Continuous Naming,Speaking,1,试管,shi4guan3,test tube,1229,1,PhonologyRelated_shi_Repetition1
E001,Continuous Naming,Speaking,1,士兵,shi4bing1,soldier,703,1,PhonologyRelated_shi_Repetition1
E001,Continuous Naming,Speaking,1,枫叶,feng1ye4,maple leaf,699,1,PhonologyRelated_feng_Repetition1
E001,Continuous Naming,Speaking,1,骆驼,luo4tuo5,camel,892,1,PhonologyRelated_luo_Repetition1
E001,Continuous Naming,Speaking,1,交警,jiao1jing3,traffic police,826,1,PhonologyRelated_jiao_Repetition1
E001,Continuous Naming,Speaking,1,脚印,jiao3yin4,footprint,617,1,PhonologyRelated_jiao_Repetition1
E001,Continuous Naming,Speaking,1,狮子,shi1zi5,lion,835,1,PhonologyRelated_shi_Repetition1
E001,Continuous Naming,Speaking,1,风筝,feng1zheng5,kite,994,1,PhonologyRelated_feng_Repetition1
E001,Continuous Naming,Speaking,1,车轮,che1lun2,wheel,1001,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,食指,shi2zhi3,forefinger,828,1,PhonologyRelated_shi_Repetition1
E001,Continuous Naming,Speaking,1,罗盘,luo2pan2,compass,1047,1,PhonologyRelated_luo_Repetition1
E001,Continuous Naming,Speaking,1,烟斗,yan1dou3,smoking pipe,1116,1,PhonologyRelated_yan_Repetition1
E001,Continuous Naming,Speaking,1,轿车,jiao4che1,car,1196,1,PhonologyRelated_jiao_Repetition1
E001,Continuous Naming,Speaking,1,螺丝,luo2si1,screw,1727,0,PhonologyRelated_luo_Repetition1
E001,Continuous Naming,Speaking,1,落日,luo4ri4,sunset,1282,1,PhonologyRelated_luo_Repetition1
E001,Continuous Naming,Speaking,1,石头,shi2tou5,stone,873,1,PhonologyRelated_shi_Repetition1
E001,Continuous Naming,Speaking,1,拐杖,guai3zhang4,walking stick,1118,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,栅栏,zha4lan5,fence,773,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,烟囱,yan1cong1,chimney,1129,1,PhonologyRelated_yan_Repetition1
E001,Continuous Naming,Speaking,1,天平,tian1ping2,balance,1202,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,钉子,ding1zi5,nail,715,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,太阳,tai4yang2,sunset,902,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,足球,zu2qiu2,football,774,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,眼镜,yan3jing4,glasses,697,1,PhonologyRelated_yan_Repetition1
E001,Continuous Naming,Speaking,1,海螺,hai3luo2,sea snail,885,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,拖鞋,tuo1xie2,slippers,867,1,PhonologyRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,燕子,yan4zi5,swallow,901,1,PhonologyRelated_yan_Repetition1
E001,Continuous Naming,Speaking,1,颜料,yan2liao4,paint,966,1,PhonologyRelated_yan_Repetition1
E001,Continuous Naming,Speaking,1,算盘,suan4pan2,abacus,712,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,车轮,che1lun2,wheel,672,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,羽毛,yu3mao2,feathre,565,1,PhonologyRelated_yu_Repetition2
E001,Continuous Naming,Speaking,1,交警,jiao1jing3,traffic police,766,1,PhonologyRelated_jiao_Repetition2
E001,Continuous Naming,Speaking,1,胶卷,jiao1juan3,film,768,1,PhonologyRelated_jiao_Repetition2
E001,Continuous Naming,Speaking,1,雨伞,yu3san3,umbrella,697,1,PhonologyRelated_yu_Repetition2
E001,Continuous Naming,Speaking,1,风扇,feng1shan4,electric fan,1089,1,PhonologyRelated_feng_Repetition2
E001,Continuous Naming,Speaking,1,钉子,ding1zi5,nail,730,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,台灯,tai2deng1,lamp,709,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,轿车,jiao4che1,car,898,1,PhonologyRelated_jiao_Repetition2
E001,Continuous Naming,Speaking,1,鱼缸,yu2gang1,fishbowl,942,1,PhonologyRelated_yu_Repetition2
E001,Continuous Naming,Speaking,1,凤凰,feng4huang2,phoenix,810,1,PhonologyRelated_feng_Repetition2
E001,Continuous Naming,Speaking,1,栅栏,zha4lan5,fence,696,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,腊梅,la4mei2,wintersweet,1069,1,PhonologyRelated_la_Repetition2
E001,Continuous Naming,Speaking,1,蜂窝,feng1wo1,honeycomb,800,1,PhonologyRelated_feng_Repetition2
E001,Continuous Naming,Speaking,1,枫叶,feng1ye4,maple leaf,877,1,PhonologyRelated_feng_Repetition2
E001,Continuous Naming,Speaking,1,脚印,jiao3yin4,footprint,633,1,PhonologyRelated_jiao_Repetition2
E001,Continuous Naming,Speaking,1,渔夫,yu2fu1,fisherman,924,1,PhonologyRelated_yu_Repetition2
E001,Continuous Naming,Speaking,1,玉米,yu4mi3,corn,852,1,PhonologyRelated_yu_Repetition2
E001,Continuous Naming,Speaking,1,教堂,jiao4tang2,church,950,1,PhonologyRelated_jiao_Repetition2
E001,Continuous Naming,Speaking,1,辣椒,la4jiao1,pepper,891,1,PhonologyRelated_la_Repetition2
E001,Continuous Naming,Speaking,1,喇叭,la3ba5,horn,1496,1,PhonologyRelated_la_Repetition2
E001,Continuous Naming,Speaking,1,风筝,feng1zheng5,kite,618,1,PhonologyRelated_feng_Repetition2
E001,Continuous Naming,Speaking,1,石头,shi2tou5,stone,683,1,PhonologyRelated_shi_Repetition2
E001,Continuous Naming,Speaking,1,拉链,la1lian4,zipper,979,1,PhonologyRelated_la_Repetition2
E001,Continuous Naming,Speaking,1,护士,hu4shi5,nurse,940,1,PhonologyRelated_hu_Repetition2
E001,Continuous Naming,Speaking,1,士兵,shi4bing1,soldier,691,1,PhonologyRelated_shi_Repetition2
E001,Continuous Naming,Speaking,1,海螺,hai3luo2,sea snail,688,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,戒指,jie4zhi5,ring,1148,0,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,蜡烛,la4zhu2,candle,720,1,PhonologyRelated_la_Repetition2
E001,Continuous Naming,Speaking,1,胡子,hu2zi5,beard,871,1,PhonologyRelated_hu_Repetition2
E001,Continuous Naming,Speaking,1,麻雀,ma2que4,sparrow,1365,1,PhonologyRelated_ma_Repetition2
E001,Continuous Naming,Speaking,1,马蹄,ma3ti2,waternut,936,1,PhonologyRelated_ma_Repetition2
E001,Continuous Naming,Speaking,1,狮子,shi1zi5,lion,606,1,PhonologyRelated_shi_Repetition2
E001,Continuous Naming,Speaking,1,试管,shi4guan3,test tube,761,1,PhonologyRelated_shi_Repetition2
E001,Continuous Naming,Speaking,1,麻花,ma2hua1,fried dough twist,852,1,PhonologyRelated_ma_Repetition2
E001,Continuous Naming,Speaking,1,太阳,tai4yang2,sunset,966,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,葫芦,hu2lu5,calabash,886,1,PhonologyRelated_hu_Repetition2
E001,Continuous Naming,Speaking,1,湖泊,hu2po1,lake,822,1,PhonologyRelated_hu_Repetition2
E001,Continuous Naming,Speaking,1,食指,shi2zhi3,forefinger,718,1,PhonologyRelated_shi_Repetition2
E001,Continuous Naming,Speaking,1,蚂蚁,ma3yi3,ant,922,1,PhonologyRelated_ma_Repetition2
E001,Continuous Naming,Speaking,1,蝴蝶,hu2die2,butterfly,821,1,PhonologyRelated_hu_Repetition2
E001,Continuous Naming,Speaking,1,眼镜,yan3jing4,glasses,702,1,PhonologyRelated_yan_Repetition2
E001,Continuous Naming,Speaking,1,相机,xiang4ji1,camera,801,1,PhonologyRelated_xiang_Repetition2
E001,Continuous Naming,Speaking,1,项链,xiang4lian4,necklace,629,1,PhonologyRelated_xiang_Repetition2
E001,Continuous Naming,Speaking,1,毛笔,mao2bi3,writing brush,738,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,拐杖,guai3zhang4,walking stick,927,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,马桶,ma3tong3,toilet,678,1,PhonologyRelated_ma_Repetition2
E001,Continuous Naming,Speaking,1,静脉,jing4mai4,vein,976,1,PhonologyRelated_jing_Repetition2
E001,Continuous Naming,Speaking,1,燕子,yan4zi5,swallow,892,1,PhonologyRelated_yan_Repetition2
E001,Continuous Naming,Speaking,1,天平,tian1ping2,balance,763,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,橡皮,xiang4pi2,eraser,1044,1,PhonologyRelated_xiang_Repetition2
E001,Continuous Naming,Speaking,1,烟斗,yan1dou3,smoking pipe,878,1,PhonologyRelated_yan_Repetition2
E001,Continuous Naming,Speaking,1,信封,xin4feng1,envelope,625,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,箱子,xiang1zi5,case,614,1,PhonologyRelated_xiang_Repetition2
E001,Continuous Naming,Speaking,1,井盖,jing3gai4,well cover,1075,1,PhonologyRelated_jing_Repetition2
E001,Continuous Naming,Speaking,1,冰箱,bing1xiang1,fridger,751,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,颜料,yan2liao4,paint,738,1,PhonologyRelated_yan_Repetition2
E001,Continuous Naming,Speaking,1,烟囱,yan1cong1,chimney,923,1,PhonologyRelated_yan_Repetition2
E001,Continuous Naming,Speaking,1,香蕉,xiang1jiao1,banana,921,1,PhonologyRelated_xiang_Repetition2
E001,Continuous Naming,Speaking,1,精灵,jing1ling2,demon,797,1,PhonologyRelated_jing_Repetition2
E001,Continuous Naming,Speaking,1,镜子,jing4zi5,mirror,903,1,PhonologyRelated_jing_Repetition2
E001,Continuous Naming,Speaking,1,落日,luo4ri4,sunset,800,1,PhonologyRelated_luo_Repetition2
E001,Continuous Naming,Speaking,1,书包,shu1bao1,schoolbag,873,1,PhonologyRelated_shu_Repetition2
E001,Continuous Naming,Speaking,1,鲸鱼,jing1yu2,whale,801,1,PhonologyRelated_jing_Repetition2
E001,Continuous Naming,Speaking,1,萝卜,luo2bo5,carrot,892,1,PhonologyRelated_luo_Repetition2
E001,Continuous Naming,Speaking,1,骆驼,luo4tuo5,camel,896,1,PhonologyRelated_luo_Repetition2
E001,Continuous Naming,Speaking,1,花瓶,hua1ping2,vase,1037,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,竖琴,shu4qin2,harp,947,1,PhonologyRelated_shu_Repetition2
E001,Continuous Naming,Speaking,1,鼠标,shu3biao1,mouse,596,1,PhonologyRelated_shu_Repetition2
E001,Continuous Naming,Speaking,1,夹子,jia1zi5,clip,655,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,罗盘,luo2pan2,compass,848,1,PhonologyRelated_luo_Repetition2
E001,Continuous Naming,Speaking,1,梳子,shu1zi5,comb,633,1,PhonologyRelated_shu_Repetition2
E001,Continuous Naming,Speaking,1,邮票,you2piao4,stamp,767,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,拖鞋,tuo1xie2,slippers,858,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,皇冠,huang2guan1,crown,1059,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,坦克,tan3ke4,tank,370,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,足球,zu2qiu2,football,812,1,PhonologyRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,螺丝,luo2si1,screw,1234,1,PhonologyRelated_luo_Repetition2
E001,Continuous Naming,Speaking,1,树枝,shu4zhi1,branch,872,1,PhonologyRelated_shu_Repetition2
E001,Continuous Naming,Speaking,1,钱包,qian2bao1,wallet,772,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,房子,fang2zi5,house,621,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,喷壶,pen1hu2,watering can,1154,0,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,凳子,deng4zi5,stool,1029,1,SemanticRelated_furniture_Repetition1
E001,Continuous Naming,Speaking,1,键盘,jian4pan2,keyboard,679,1,SemanticRelated_computer_Repetition1
E001,Continuous Naming,Speaking,1,优盘,you1pan2,USB,764,1,SemanticRelated_computer_Repetition1
E001,Continuous Naming,Speaking,1,乌龟,wu1gui1,turtle,883,1,SemanticRelated_animal_Repetition1
E001,Continuous Naming,Speaking,1,闹钟,o4zhong1,alarm clock,686,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,瓶子,ping2zi5,bottle,1591,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,松鼠,song1shu3,squirrel,820,1,SemanticRelated_animal_Repetition1
E001,Continuous Naming,Speaking,1,椅子,yi3zi5,chair,56,1,SemanticRelated_furniture_Repetition1
E001,Continuous Naming,Speaking,1,奖杯,jiang3bei1,trophy,1271,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,音箱,yin1xiang1,soundbox,946,1,SemanticRelated_computer_Repetition1
E001,Continuous Naming,Speaking,1,书桌,shu1zhuo1,desk,1625,1,SemanticRelated_furniture_Repetition1
E001,Continuous Naming,Speaking,1,柜子,gui4zi5,cabinet,668,0,SemanticRelated_furniture_Repetition1
E001,Continuous Naming,Speaking,1,钩子,gou1zi5,hook,627,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,大象,da4xiang4,elephant,681,1,SemanticRelated_animal_Repetition1
E001,Continuous Naming,Speaking,1,电脑,dian4o3,computer,1031,1,SemanticRelated_computer_Repetition1
E001,Continuous Naming,Speaking,1,轮船,lun2chuan2,steamboat,295,1,SemanticRelated_transportation_Repetition1
E001,Continuous Naming,Speaking,1,沙发,sha1fa1,sofa,813,1,SemanticRelated_furniture_Repetition1
E001,Continuous Naming,Speaking,1,耳机,er3ji1,earphone,189,1,SemanticRelated_computer_Repetition1
E001,Continuous Naming,Speaking,1,袋鼠,dai4shu3,kangaroo,996,1,SemanticRelated_animal_Repetition1
E001,Continuous Naming,Speaking,1,鳄鱼,e4yu2,alligator,656,1,SemanticRelated_animal_Repetition1
E001,Continuous Naming,Speaking,1,摩托,mo2tuo1,motorbike,1264,1,SemanticRelated_transportation_Repetition1
E001,Continuous Naming,Speaking,1,樱桃,ying1tao2,cherry,843,1,SemanticRelated_fruit_Repetition1
E001,Continuous Naming,Speaking,1,眼睛,yan3jing5,eye,732,1,SemanticRelated_bodypart_Repetition1
E001,Continuous Naming,Speaking,1,火车,huo3che1,train,1225,1,SemanticRelated_transportation_Repetition1
E001,Continuous Naming,Speaking,1,柿子,shi4zi5,perisimmon,960,1,SemanticRelated_fruit_Repetition1
E001,Continuous Naming,Speaking,1,菠萝,bo1luo2,pineapple,785,1,SemanticRelated_fruit_Repetition1
E001,Continuous Naming,Speaking,1,小号,xiao3hao4,trumpet,1688,1,SemanticRelated_instrument_Repetition1
E001,Continuous Naming,Speaking,1,头发,tou2fa5,hair,1178,1,SemanticRelated_bodypart_Repetition1
E001,Continuous Naming,Speaking,1,鼻子,bi2zi5,nose,760,1,SemanticRelated_bodypart_Repetition1
E001,Continuous Naming,Speaking,1,开关,kai1guan1,switch,855,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,飞机,fei1ji1,plane,629,1,SemanticRelated_transportation_Repetition1
E001,Continuous Naming,Speaking,1,卡车,ka3che1,truck,1137,1,SemanticRelated_transportation_Repetition1
E001,Continuous Naming,Speaking,1,西瓜,xi1gua1,watermelon,81,0,SemanticRelated_fruit_Repetition1
E001,Continuous Naming,Speaking,1,吉他,ji2ta1,guitar,855,1,SemanticRelated_instrument_Repetition1
E001,Continuous Naming,Speaking,1,二胡,er4hu2,urheen,722,1,SemanticRelated_instrument_Repetition1
E001,Continuous Naming,Speaking,1,耳朵,er3duo5,ear,926,1,SemanticRelated_bodypart_Repetition1
E001,Continuous Naming,Speaking,1,啤酒,pi2jiu3,beer,861,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,草莓,cao3mei2,strawberry,1653,1,SemanticRelated_fruit_Repetition1
E001,Continuous Naming,Speaking,1,嘴巴,zui3ba5,mouth,1583,1,SemanticRelated_bodypart_Repetition1
E001,Continuous Naming,Speaking,1,钢琴,gang1qin2,pinao,1017,1,SemanticRelated_instrument_Repetition1
E001,Continuous Naming,Speaking,1,瓢虫,piao2chong2,ladybug,1243,1,SemanticRelated_insect_Repetition1
E001,Continuous Naming,Speaking,1,蜻蜓,qing1ting2,dragonfly,814,1,SemanticRelated_insect_Repetition1
E001,Continuous Naming,Speaking,1,口琴,kou3qin2,harmonica,1304,1,SemanticRelated_instrument_Repetition1
E001,Continuous Naming,Speaking,1,杯子,bei1zi5,cup,909,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,蜗牛,wo1niu2,snail,649,1,SemanticRelated_insect_Repetition1
E001,Continuous Naming,Speaking,1,裤子,ku4zi5,pants,707,1,SemanticRelated_clothes_Repetition1
E001,Continuous Naming,Speaking,1,尺子,chi3zi5,ruler,741,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,扫帚,sao4zhou5,broom,998,1,SemanticRelated_tool_Repetition1
E001,Continuous Naming,Speaking,1,背心,bei4xin1,vest,1672,1,SemanticRelated_clothes_Repetition1
E001,Continuous Naming,Speaking,1,土豆,tu3dou4,potato,1338,1,SemanticRelated_vegetable_Repetition1
E001,Continuous Naming,Speaking,1,茄子,qie2zi5,eggplant,763,1,SemanticRelated_vegetable_Repetition1
E001,Continuous Naming,Speaking,1,蜜蜂,mi4feng1,bee,1467,0,SemanticRelated_insect_Repetition1
E001,Continuous Naming,Speaking,1,斧子,fu3zi5,axe,868,1,SemanticRelated_tool_Repetition1
E001,Continuous Naming,Speaking,1,大衣,da4yi1,coat,814,1,SemanticRelated_clothes_Repetition1
E001,Continuous Naming,Speaking,1,袜子,wa4zi5,socks,776,1,SemanticRelated_clothes_Repetition1
E001,Continuous Naming,Speaking,1,青椒,qing1jiao1,green pepper,1154,0,SemanticRelated_vegetable_Repetition1
E001,Continuous Naming,Speaking,1,蜘蛛,zhi1zhu1,spider,1218,1,SemanticRelated_insect_Repetition1
E001,Continuous Naming,Speaking,1,别针,bie2zhen1,pin,1077,0,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,豌豆,wan1dou4,pea,1139,1,SemanticRelated_vegetable_Repetition1
E001,Continuous Naming,Speaking,1,熨斗,yun4dou3,iron,1783,1,SemanticRelated_tool_Repetition1
E001,Continuous Naming,Speaking,1,面条,mian4tiao2,noddles,905,1,SemanticRelated_food_Repetition1
E001,Continuous Naming,Speaking,1,围巾,wei2jin1,muffler,1120,1,SemanticRelated_clothes_Repetition1
E001,Continuous Naming,Speaking,1,剪刀,jian3dao1,scissors,828,1,SemanticRelated_tool_Repetition1
E001,Continuous Naming,Speaking,1,电钻,dian4zuan4,electric drill,40,0,SemanticRelated_tool_Repetition1
E001,Continuous Naming,Speaking,1,芹菜,qin2cai4,celery,683,1,SemanticRelated_vegetable_Repetition1
E001,Continuous Naming,Speaking,1,磁铁,ci2tie3,magnet,1215,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,扑克,pu1ke4,poker,1321,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,米饭,mi3fan4,rice,900,1,SemanticRelated_food_Repetition1
E001,Continuous Naming,Speaking,1,炸弹,zha4dan4,bomb,943,0,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,秋千,qiu1qian1,swing,1114,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,漏斗,lou4dou3,funnel,921,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,窗帘,chuang1lian2,curtain,1214,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,饺子,jiao3zi5,dumpling,1003,1,SemanticRelated_food_Repetition1
E001,Continuous Naming,Speaking,1,贝壳,bei4ke2,shell,678,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,弹弓,dan4gong1,catapult,1332,1,SemanticRelated_FILLER_Repetition1
E001,Continuous Naming,Speaking,1,包子,bao1zi5,steamed stuffed bun,1362,1,SemanticRelated_food_Repetition1
E001,Continuous Naming,Speaking,1,馒头,man2tou5,steamed bread,710,1,SemanticRelated_food_Repetition1
E001,Continuous Naming,Speaking,1,扑克,pu1ke4,poker,656,1,SemanticRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,钩子,gou1zi5,hook,691,1,SemanticRelated_FILLER_Repetition2
E001,Continuous Naming,Speaking,1,饺子,jiao3zi5,dumpling,666,1,SemanticRelated_food_Repetition2
E001,Continuous Naming,Speaking,1,乌龟,wu1gui1,turtle,477,1,SemanticRelated_animal_Repetition2
E001,Continuous Naming,Speaking,1,袋鼠,dai4shu3,kangaroo,521,1,SemanticRelated_animal_Repetition2
E001,Continuous Naming,Speaking,1,面条,mian4tiao2,noddles,659,1,SemanticRelated_food_Repetition2
E001,Continuous Naming,Speaking,1,优盘,you1pan2,USB,801,1,SemanticRelated_computer_Repetition2
E001,Continuous Naming,Speaking,1,奖杯,jiang3bei1,trophy,779,1,SemanticRelated_FILLER_Repetition2
