ID,Word,IMA_M,IMA_SD,IMA_MIN,IMA_MAX,IMA_N
8836,演练,4.18182,1.43548,2,7,22
8837,演示,4.65000,1.98083,1,7,20
8838,演说,5.00000,1.80907,2,7,23
8839,演习,5.50000,1.46898,3,7,20
8840,演绎,3.31818,2.05603,1,7,22
8841,演员,6.28571,1.10195,4,7,21
8842,演奏,5.08333,1.52990,2,7,24
8843,厌恶,4.76744,2.11387,1,7,43
8844,厌烦,3.77273,2.34890,1,7,22
8845,厌倦,3.93103,2.08620,1,7,29
8846,艳丽,5.09524,1.97243,1,7,21
8847,宴会,5.31818,1.83579,1,7,22
8848,宴请,4.95455,2.03487,1,7,22
8849,验收,3.13043,1.86607,1,7,23
8850,验证,3.39130,2.14771,1,7,23
8851,谚语,3.77273,2.06863,1,7,22
8852,焰火,6.10000,0.96791,4,7,20
8853,央求,4.21739,2.02162,1,7,23
8854,阳光,6.26316,1.04574,4,7,19
8855,阳历,5.13043,2.00691,1,7,23
8856,阳台,6.77273,0.52841,5,7,22
8857,杨柳,6.84211,0.37463,6,7,19
8858,洋溢,3.20000,1.88065,1,7,20
8859,仰慕,3.69565,2.11992,1,7,23
8860,仰视,5.78947,1.47494,2,7,19
8861,仰望,5.67347,1.46327,1,7,49
8862,养病,5.25000,1.99671,1,7,20
8863,养分,3.04545,1.61768,1,6,22
8864,养护,3.55000,1.60509,1,7,20
8865,养活,4.57143,2.20389,1,7,21
8866,养料,4.04545,2.19257,1,7,22
8867,养育,4.97727,2.06283,1,7,44
8868,养殖,5.00000,1.95180,1,7,43
8869,氧气,5.17500,2.01135,1,7,40
8870,样本,4.50000,1.93309,1,7,20
8871,样品,4.45000,2.08945,1,7,20
8872,样式,3.91304,2.08704,1,7,23
8873,样子,3.47619,1.86062,1,7,21
8874,吆喝,5.84211,1.34425,3,7,19
8875,妖怪,5.50000,1.63836,2,7,20
8876,妖精,5.36364,1.96506,1,7,22
8877,妖娆,4.76190,1.87160,1,7,42
8878,妖艳,4.65000,2.05900,1,7,20
8879,腰包,5.25000,2.02290,1,7,20
8880,邀请,4.09091,1.79706,1,7,22
8881,邀约,3.73913,2.09366,1,7,23
8882,侥幸,4.56522,1.90278,1,7,23
8883,谣言,4.15000,2.08440,1,7,20
8884,摇摆,4.27273,2.16425,1,7,22
8885,摇动,4.55000,1.66938,1,7,20
8886,摇晃,5.80000,1.43637,2,7,20
8887,摇篮,6.19048,1.28915,3,7,21
8888,摇头,6.55556,0.75107,4,7,27
8889,摇曳,4.95652,1.79591,2,7,23
8890,遥控,5.15909,1.55434,2,7,44
8891,遥望,4.50000,2.13985,1,7,20
8892,遥远,3.90909,2.22345,1,7,22
8893,窈窕,4.10000,1.94395,1,7,20
8894,药材,6.68182,0.56790,5,7,22
8895,药方,5.20000,1.93581,1,7,20
8896,药物,5.50000,1.50438,2,7,20
8897,要不,2.45455,1.79224,1,6,22
8898,要道,2.31818,1.58524,1,6,22
8899,要点,3.27586,1.90669,1,7,29
8900,要害,3.70455,2.04120,1,7,44
8901,要好,4.00000,2.00000,1,7,20
8902,要挟,3.95000,2.41650,1,7,20
8903,要价,4.43478,1.77933,1,7,23
8904,要紧,3.52381,2.04007,1,7,21
8905,要么,3.70000,2.22663,1,7,20
8906,要命,2.70000,1.97617,1,7,20
8907,要强,3.04545,1.52682,1,6,22
8908,要求,3.15000,1.81442,1,7,20
8909,要塞,3.62069,1.95327,1,7,29
8910,要是,2.25000,1.40955,1,5,20
8911,要素,2.75000,1.55174,1,6,20
8912,钥匙,6.88889,0.32338,6,7,18
8913,耀眼,5.00000,1.64317,1,7,21
8914,爷爷,6.78947,0.41885,6,7,19
8915,也好,2.71429,1.97846,1,7,21
8916,也许,2.95000,2.03845,1,6,20
8917,冶炼,4.60000,2.16187,1,7,20
8918,野菜,6.23810,1.17918,3,7,21
8919,野草,6.21053,0.91766,4,7,19
8920,野火,4.55000,2.11449,1,7,20
8921,野蛮,3.54545,2.26205,1,7,22
8922,野生,4.27273,1.98042,1,7,22
8923,野兽,6.66667,0.57735,5,7,21
8924,野外,5.00000,1.97661,1,7,44
8925,野心,3.75000,2.29129,1,7,20
8926,野性,3.70000,1.86660,1,7,20
8927,野营,5.10000,1.51831,2,7,20
8928,业绩,4.55000,2.32775,1,7,20
8929,业余,4.04348,2.32532,1,7,23
8930,页码,5.34091,1.94031,1,7,44
8931,夜班,4.58696,1.96159,1,7,46
8932,夜间,6.28571,1.23056,3,7,21
8933,夜景,5.89130,1.35365,2,7,46
8934,夜空,6.85714,0.35857,6,7,21
8935,夜幕,6.26316,1.19453,3,7,19
8936,夜色,6.54545,0.85786,4,7,22
8937,夜晚,6.22727,1.15189,3,7,22
8938,夜校,4.15000,2.18307,1,7,20
8939,液体,6.26316,1.04574,4,7,19
8940,腋窝,6.52381,0.98077,4,7,21
8941,一般,3.47619,2.13586,1,7,21
8942,一半,5.28571,1.90113,1,7,21
8943,一边,2.80952,1.28915,1,5,21
8944,一带,3.04762,1.82965,1,7,21
8945,一旦,2.42222,1.64440,1,7,45
8946,一道,3.57143,2.03891,1,7,21
8947,一点,3.30000,2.22663,1,7,20
8948,一定,3.08696,2.25455,1,7,23
8949,一共,3.45455,2.04071,1,7,22
8950,一会,3.90000,2.24546,1,7,20
8951,一块,4.78261,2.15230,1,7,23
8952,一连,3.52174,2.08609,1,7,23
8953,一流,4.00000,2.02614,1,7,20
8954,一路,3.90000,2.31471,1,7,20
8955,一律,3.13636,1.88466,1,7,22
8956,一旁,2.95455,1.46311,1,5,22
8957,一齐,2.95238,2.08509,1,7,21
8958,一起,5.40000,1.84676,1,7,20
8959,一切,3.40909,2.34336,1,7,22
8960,一身,2.95652,1.87030,1,7,23
8961,一生,5.19048,2.08852,1,7,21
8962,一时,3.00000,2.08893,1,7,23
8963,一手,3.27273,2.39408,1,7,22
8964,一同,3.72414,1.94379,1,7,29
8965,一头,4.57143,2.08738,1,7,21
8966,一向,2.21739,1.31275,1,6,23
8967,一些,3.39130,2.01673,1,7,23
8968,一心,2.71795,1.76141,1,7,39
8969,一样,3.36364,2.21565,1,7,22
8970,一再,2.81818,1.59273,1,6,22
8971,一早,4.00000,1.90693,1,7,23
8972,一直,2.95000,1.84890,1,7,20
8973,一致,3.85714,2.08052,1,7,21
8974,衣袋,5.76190,1.30018,3,7,21
8975,衣服,6.42857,0.74642,5,7,21
8976,衣柜,6.52174,0.94722,4,7,23
8977,衣襟,5.45000,1.67867,1,7,40
8978,衣料,5.30000,1.94936,1,7,20
8979,衣领,6.45000,0.99868,4,7,20
8980,衣衫,6.29167,1.12208,4,7,24
8981,衣裳,6.50000,0.94591,4,7,20
8982,衣袖,6.31579,0.94591,4,7,19
8983,衣着,5.04545,1.86387,2,7,22
8984,医疗,4.55172,1.93808,1,7,29
8985,医生,5.90909,1.50899,3,7,22
8986,医学,4.12500,1.91816,1,7,24
8987,医药,6.04762,0.92066,4,7,21
8988,医院,6.77500,0.69752,3,7,40
8989,医治,3.95455,2.17074,1,7,22
8990,依傍,4.00000,2.25630,1,7,23
8991,依次,4.65217,2.24841,1,7,23
8992,依附,3.33333,1.43456,1,6,24
8993,依旧,3.50000,2.30560,1,7,20
8994,依据,3.75000,1.75078,1,7,24
8995,依靠,3.62500,1.83712,1,7,24
8996,依赖,4.54545,1.73829,2,7,22
8997,依恋,3.85714,1.93095,1,7,21
8998,依然,2.72727,2.00432,1,7,22
8999,依托,4.05000,2.18789,1,7,20
9000,依偎,4.65909,1.84193,1,7,44
9001,依稀,3.00000,2.07745,1,7,20
9002,依照,3.80000,1.96281,1,7,20
9003,仪表,4.27273,1.93174,1,7,22
9004,仪器,6.04651,1.34436,3,7,43
9005,仪式,4.09091,1.99783,1,7,22
9006,仪态,4.44828,1.78458,1,7,29
9007,移动,6.21053,1.22832,3,7,19
9008,移交,3.04545,2.08115,1,7,22
9009,移居,5.09524,2.25621,1,7,21
9010,移民,5.00000,1.95402,1,7,23
9011,移植,4.69565,1.84477,1,7,23
9012,遗产,5.15000,1.92696,1,7,20
9013,遗传,4.70000,2.15455,1,7,20
9014,遗憾,4.00000,2.13809,1,7,22
9015,遗迹,5.23810,1.67047,3,7,21
9016,遗留,3.86364,2.21027,1,7,22
9017,遗漏,3.30435,1.86924,1,7,23
9018,遗民,3.68966,1.92916,1,7,29
9019,遗弃,4.25000,2.22131,1,7,20
9020,遗失,4.85000,1.89945,1,7,20
9021,遗体,5.27273,1.80428,1,7,22
9022,遗忘,3.04545,1.70370,1,6,22
9023,遗像,6.05263,1.35293,2,7,19
9024,遗愿,4.80000,2.33057,1,7,20
9025,遗址,5.47619,1.63153,2,7,21
9026,遗嘱,5.04545,1.86387,1,7,22
9027,疑点,3.20000,1.73509,1,7,20
9028,疑惑,4.61905,1.92484,1,7,42
9029,疑虑,4.25000,2.22131,1,7,20
9030,疑难,3.78261,2.15230,1,7,23
9031,疑问,4.72727,1.73022,1,7,44
9032,疑心,3.76744,2.11387,1,7,43
9033,已经,2.77500,2.03164,1,7,40
9034,已然,2.85714,2.03189,1,7,21
9035,以便,2.18182,1.62235,1,6,22
9036,以后,3.09091,1.79706,1,7,22
9037,以及,2.72727,1.80428,1,6,22
9038,以来,3.90476,2.09535,1,7,21
9039,以免,2.95000,1.90498,1,7,20
9040,以前,3.61905,2.31249,1,7,21
9041,以外,2.80000,1.88065,1,7,20
9042,以往,2.72727,2.07437,1,7,22
9043,以为,3.30233,2.16613,1,7,43
9044,以下,2.91304,1.95199,1,7,23
9045,以致,1.70370,1.32476,1,6,27
9046,倚靠,4.95455,2.14869,1,7,22
9047,椅子,6.66667,0.73030,5,7,21
9048,亿万,3.71429,2.17124,1,7,21
9049,义工,5.50000,1.69332,1,7,50
9050,义气,3.80000,1.98945,1,7,20
9051,义务,3.79167,1.79320,1,7,24
9052,艺人,5.68750,1.76438,1,7,48
9053,艺术,3.59091,2.30236,1,7,22
9054,议程,3.54167,2.14637,1,7,24
9055,议会,4.60000,2.11262,1,7,20
9056,议论,5.65217,1.26522,3,7,23
9057,议题,3.22727,1.92556,1,7,22
9058,议员,3.86364,2.25294,1,7,22
9059,屹立,5.00000,1.67874,2,7,23
9060,异常,2.90909,1.82337,1,7,22
9061,异乡,4.55000,1.98614,1,7,20
9062,异性,5.42857,2.04990,1,7,42
9063,异样,3.13636,1.85922,1,7,22
9064,异议,4.19048,2.01542,1,7,21
9065,抑郁,3.37931,1.89763,1,7,29
9066,抑制,3.71429,2.10102,1,7,21
9067,疫苗,5.33333,1.69168,2,7,42
9068,益虫,4.13793,2.06543,1,7,29
9069,翌日,3.38095,1.82965,1,7,21
9070,意见,4.00000,1.50362,1,7,24
9071,意料,3.27273,1.95623,1,7,22
9072,意识,3.80000,2.14231,1,7,20
9073,意思,3.54545,1.99350,1,7,22
9074,意图,4.23810,2.23394,1,7,21
9075,意外,3.65000,2.34577,1,7,20
9076,意味,2.65217,1.87347,1,7,23
9077,意义,3.28571,2.28348,1,7,21
9078,意愿,3.66667,1.49395,1,7,24
9079,意志,4.57143,2.48136,1,7,21
9080,毅力,3.87500,1.80127,1,7,24
9081,毅然,3.15000,1.98083,1,7,20
9082,臆断,2.14286,1.01419,1,4,21
9083,因此,3.25000,1.96159,1,7,24
9084,因而,2.95455,1.61768,1,6,22
9085,因素,2.38095,1.32198,1,5,21
9086,因为,2.82609,2.28935,1,7,23
9087,阴暗,4.78261,1.99901,1,7,23
9088,阴沉,3.40000,1.87504,1,7,20
9089,阴晦,3.25000,1.44641,1,6,20
9090,阴冷,4.40909,2.15272,1,7,22
9091,阴历,4.25000,2.39306,1,7,44
9092,阴凉,4.72727,1.77769,1,7,22
9093,阴霾,4.22727,2.09152,1,7,22
9094,阴谋,4.41667,1.86307,1,7,24
9095,阴天,6.60870,0.94094,4,7,23
9096,阴险,3.43478,2.01869,1,7,23
9097,阴影,5.30435,1.91726,1,7,23
9098,阴雨,6.38095,0.92066,4,7,21
9099,阴云,6.00000,1.10554,4,7,19
9100,音符,5.00000,1.92725,1,7,22
9101,音乐,5.90909,1.47710,2,7,22
9102,音色,3.17241,1.81401,1,7,29
9103,音响,6.00000,1.29777,3,7,20
9104,音韵,3.35714,1.89764,1,7,42
9105,殷红,4.00000,2.07745,1,7,20
9106,殷勤,3.65000,1.84320,1,7,20
9107,吟唱,5.86957,1.05763,4,7,23
9108,吟诵,5.45000,1.35627,3,7,20
9109,吟咏,4.11905,2.16629,1,7,42
9110,银白,4.04167,1.94443,1,7,24
9111,银币,5.40000,1.84676,1,7,20
9112,银行,6.15789,1.21395,3,7,19
9113,银河,5.95000,1.19097,4,7,20
9114,银灰,4.19048,2.11232,1,7,21
9115,银幕,5.50000,1.96013,1,7,20
9116,银色,6.04545,1.55769,3,7,22
9117,银子,6.04444,1.06506,3,7,45
9118,引导,3.48837,1.98053,1,7,43
9119,引发,3.40909,1.91881,1,7,22
9120,引号,5.45000,2.03845,1,7,20
9121,引见,3.54545,1.65406,1,7,22
9122,引荐,3.52174,1.99703,1,7,23
9123,引进,4.40000,2.21003,1,7,20
9124,引力,3.85000,2.43386,1,7,20
9125,引领,3.65517,2.04024,1,7,29
9126,引路,5.55000,1.31689,2,7,20
9127,引起,3.27907,1.72276,1,7,43
9128,引入,3.27273,1.51757,1,6,22
9129,引申,2.68182,1.72892,1,7,22
9130,引用,3.75000,1.59483,1,7,24
9131,引诱,3.36364,1.73330,1,7,22
9132,饮料,6.75000,0.71635,4,7,20
9133,饮食,5.10000,1.48324,2,7,20
9134,隐蔽,3.80000,1.88065,1,7,20
9135,隐藏,3.65000,1.84320,1,7,20
9136,隐患,3.31034,2.00185,1,7,29
9137,隐晦,3.08333,2.06243,1,7,24
9138,隐居,5.10000,2.07491,1,7,20
9139,隐瞒,3.90909,2.18019,1,7,22
9140,隐秘,4.52381,2.11232,1,7,21
9141,隐匿,3.85714,1.94722,1,7,49
9142,隐私,3.43478,2.35152,1,7,23
9143,隐退,3.40909,2.13048,1,7,22
9144,隐隐,2.79070,1.75334,1,7,43
9145,隐约,3.35000,1.75544,1,7,20
9146,印迹,4.12500,1.87228,1,7,24
9147,印刷,6.15789,0.95819,4,7,19
9148,印象,4.33333,1.57885,1,7,24
9149,印章,6.53571,0.69293,5,7,28
9150,印证,3.14286,2.00713,1,7,21
9151,英俊,4.43478,1.94997,1,7,23
9152,英明,3.90000,2.19809,1,7,20
9153,英武,4.50000,2.01778,1,7,22
9154,英雄,5.50000,1.46898,3,7,20
9155,英勇,4.13636,1.78073,1,7,22
9156,婴儿,6.84211,0.37463,6,7,19
9157,鹦鹉,6.82609,0.38755,6,7,23
9158,迎合,3.18182,2.03859,1,7,22
9159,迎接,5.13043,1.09977,3,7,23
9160,迎面,4.33333,2.08167,1,7,21
9161,盈利,4.20000,2.16673,1,7,20
9162,营救,4.46667,2.17004,1,7,45
9163,营利,4.17391,2.26940,1,7,23
9164,营养,4.13636,2.07698,1,7,22
9165,营业,4.50000,1.74456,1,7,24
9166,营造,3.36364,2.19405,1,7,22
9167,萦绕,3.77273,2.04548,1,7,22
9168,楹联,3.36364,2.31367,1,7,44
9169,赢利,3.77273,2.02206,1,7,22
9170,影视,5.94737,1.35293,3,7,19
9171,影响,4.08333,1.71735,1,7,24
9172,影子,6.23810,1.04426,4,7,21
9173,应酬,5.78947,1.13426,3,7,19
9174,应当,3.05000,2.01246,1,7,20
9175,应对,5.00000,2.14476,1,7,21
9176,应付,4.25000,2.07428,1,7,20
9177,应该,2.55000,1.90498,1,7,20
9178,应急,3.69565,2.11992,1,7,23
9179,应聘,4.08696,1.92857,1,7,23
9180,应邀,4.43478,1.70096,1,7,23
9181,应用,4.05000,2.32775,1,7,20
9182,应允,3.27273,2.14214,1,7,22
9183,应战,3.96552,1.88002,1,7,29
9184,映衬,3.68182,1.85237,1,7,44
9185,映照,2.72727,1.85631,1,7,22
9186,硬币,6.13043,1.09977,4,7,23
9187,硬件,4.19048,1.99045,1,7,21
9188,硬朗,4.55000,2.13923,1,7,20
9189,拥抱,6.75000,0.63867,5,7,20
9190,拥戴,4.20000,1.90843,1,7,20
9191,拥护,4.80952,1.99045,1,7,21
9192,拥挤,5.14286,1.79682,1,7,21
9193,拥有,3.65000,1.89945,1,6,20
9194,庸碌,4.69565,1.91726,1,7,23
9195,庸俗,3.50000,2.22004,1,7,22
9196,慵懒,5.19048,1.91361,1,7,21
9197,臃肿,5.80952,1.20909,3,7,21
9198,永别,3.95455,2.17074,1,7,22
9199,永恒,3.90909,2.13606,1,7,22
9200,永久,3.90000,2.40394,1,7,20
9201,永远,3.06897,2.05167,1,7,29
9202,勇敢,4.55000,2.18789,1,7,20
9203,勇猛,4.40000,1.66702,1,7,20
9204,勇气,3.40476,1.71165,1,7,42
9205,勇士,5.60000,1.14248,4,7,20
9206,勇武,3.72727,2.07437,1,7,22
9207,勇于,3.34783,2.05843,1,7,23
9208,涌动,3.54545,2.04071,1,7,22
9209,涌现,3.59091,2.06234,1,7,22
9210,踊跃,4.00000,1.98714,1,7,40
9211,用处,2.86364,1.90976,1,7,22
9212,用法,4.00000,2.18218,1,7,22
9213,用功,4.86957,1.76595,1,7,23
9214,用户,4.13636,1.39029,1,7,22
9215,用力,4.07143,1.79963,1,7,42
9216,用品,4.95000,2.11449,1,7,20
9217,用人,3.65000,2.03328,1,7,20
9218,用途,4.09091,2.04495,1,7,22
9219,用心,3.76190,2.07135,1,7,21
9220,用意,3.04545,2.12642,1,7,22
9221,优待,3.47826,2.17150,1,7,23
9222,优点,3.47826,2.15047,1,7,23
9223,优厚,3.90000,1.86096,1,7,20
9224,优惠,4.79167,1.69344,1,7,24
9225,优良,4.35000,2.27746,1,7,20
9226,优美,4.60000,1.90291,1,7,20
9227,优势,3.81818,2.46183,1,7,22
9228,优先,3.20000,1.76516,1,6,20
9229,优秀,3.72727,1.60896,1,6,22
9230,优雅,5.00000,1.77705,1,7,20
9231,优异,5.00000,2.40832,1,7,21
9232,优裕,3.58333,2.16527,1,7,24
9233,优越,4.65217,1.61270,2,7,23
9234,优质,4.47619,2.35837,1,7,21
9235,忧愁,4.50000,1.47196,2,7,22
9236,忧患,3.13793,1.64152,1,7,29
9237,忧虑,4.28571,2.23926,1,7,21
9238,忧伤,5.15000,1.81442,1,7,20
9239,忧郁,5.09524,1.97243,1,7,21
9240,幽暗,4.25000,1.61815,1,7,20
9241,幽谷,4.31818,2.21222,1,7,22
9242,幽径,4.85000,2.08440,1,7,20
9243,幽静,5.09524,1.26114,3,7,21
9244,幽灵,5.20690,1.97085,1,7,29
9245,幽默,4.90476,2.02249,1,7,21
9246,幽深,3.75862,1.90216,1,7,29
9247,幽邃,4.09091,2.30753,1,7,22
9248,幽香,4.42857,2.11119,1,7,21
9249,幽雅,3.45455,2.04071,1,7,22
9250,悠久,3.36364,2.05971,1,7,22
9251,悠闲,3.50000,1.65472,1,6,22
9252,悠扬,3.36364,1.76056,1,7,22
9253,悠悠,2.03704,1.19233,1,5,27
9254,悠远,4.15000,2.05900,1,7,20
9255,悠长,3.30000,1.94936,1,7,20
9256,尤其,3.15000,2.18307,1,7,20
9257,尤为,2.75000,1.79976,1,7,24
9258,由于,3.65000,2.25424,1,7,20
9259,由衷,2.80000,1.96281,1,7,20
9260,邮编,5.90909,1.41115,2,7,22
9261,邮寄,5.44828,1.61657,2,7,29
9262,邮件,5.86364,1.35560,3,7,22
9263,邮局,6.78947,0.41885,6,7,19
9264,邮票,6.81818,0.39477,6,7,22
9265,邮箱,6.10000,1.07115,4,7,20
9266,邮政,5.04348,2.14218,1,7,23
9267,犹如,2.75000,1.74341,1,6,20
9268,犹豫,4.55000,2.06410,1,7,20
9269,油菜,6.47368,0.77233,5,7,19
9270,油灯,6.61905,0.74001,5,7,21
9271,油画,6.47619,0.87287,4,7,21
9272,油亮,4.52174,1.92754,1,7,23
9273,油墨,6.04762,1.24403,3,7,21
9274,油腻,4.30435,2.16238,1,7,23
9275,油漆,6.52273,0.92733,3,7,44
9276,游伴,4.57143,1.43427,1,7,21
9277,游荡,3.86364,2.03061,2,7,22
9278,游逛,4.90698,1.79701,1,7,43
9279,游行,4.90000,2.04939,1,7,20
9280,游击,4.63636,1.79263,1,7,44
9281,游记,3.80952,1.93956,1,7,21
9282,游客,5.65000,1.42441,3,7,20
9283,游览,4.75000,2.31414,1,7,20
9284,游历,3.85000,2.03328,1,7,20
9285,游人,4.95000,2.16370,1,7,20
9286,游说,4.75000,1.83174,1,7,20
9287,游玩,5.05000,1.84890,1,7,20
9288,游戏,6.05000,1.23438,3,7,20
9289,游泳,6.71429,0.56061,5,7,21
9290,友好,4.95455,1.91429,2,7,22
9291,友情,3.60870,2.34984,1,7,23
9292,友人,5.63158,1.34208,3,7,19
9293,友善,5.21739,1.70445,1,7,23
9294,友谊,3.86364,2.09978,1,7,22
9295,有的,2.95000,2.01246,1,7,20
9296,有点,3.36364,1.94068,1,7,22
9297,有关,3.13333,1.81659,1,7,45
9298,有劲,4.75000,2.04875,1,7,20
9299,有理,4.25000,2.22131,1,7,20
9300,有力,4.57143,2.22646,1,7,21
9301,有利,3.17391,1.80499,1,7,46
9302,有名,3.42857,2.29285,1,7,21
9303,有趣,4.22727,1.97500,1,7,44
9304,有时,3.37500,1.92946,1,7,24
9305,有为,3.61905,1.88351,1,7,21
9306,有限,3.04545,1.91429,1,7,22
9307,有效,3.55000,1.93241,1,7,20
9308,有些,3.15000,1.95408,1,7,20
9309,有幸,2.69565,1.98711,1,7,23
9310,有序,5.17391,1.74908,2,7,23
9311,有益,4.76190,2.46789,1,7,21
9312,有意,4.85714,2.26463,1,7,21
9313,有用,3.63636,2.47935,1,7,22
9314,黝黑,6.15789,0.76472,5,7,19
9315,幼儿,6.25000,0.92681,4,7,40
9316,幼小,5.20000,2.01573,1,7,20
9317,幼稚,4.55000,1.84890,1,7,20
9318,诱导,2.72727,2.02794,1,7,22
9319,诱发,3.60000,2.25715,1,7,20
9320,诱惑,5.00000,2.07745,1,7,20
9321,诱人,4.25000,1.51744,1,7,20
9322,迂回,3.17391,1.82538,1,7,23
9323,淤积,3.68182,2.05603,1,7,22
9324,淤泥,5.79487,1.43599,2,7,39
9325,于是,2.62069,1.95327,1,7,29
9326,余地,3.10000,1.91669,1,6,20
9327,鱼饵,6.72727,0.55048,5,7,22
9328,鱼竿,7.00000,0.00000,7,7,18
9329,鱼钩,6.84211,0.37463,6,7,19
9330,鱼油,4.27273,2.74611,1,7,22
9331,娱乐,5.09091,2.06810,1,7,22
9332,渔具,6.47368,0.77233,5,7,19
9333,渔民,6.52083,0.77156,4,7,48
9334,渔网,6.38095,0.86465,4,7,21
9335,逾越,2.85000,1.89945,1,7,20
9336,愉快,5.04762,2.08509,1,7,21
9337,愉悦,5.68182,1.21052,3,7,22
9338,愚笨,3.91667,1.74248,1,7,24
9339,愚蠢,4.52273,2.12940,1,7,44
9340,愚钝,3.48276,1.72421,1,7,29
9341,愚昧,4.50000,1.98680,1,7,20
9342,舆论,3.45000,1.93241,1,7,20
9343,与其,2.54545,1.99350,1,6,22
9344,宇宙,5.40000,1.93037,1,7,20
9345,羽毛,6.50000,0.76089,5,7,20
9346,雨点,6.57143,0.87014,4,7,21
9347,雨露,6.33333,0.84017,4,7,18
9348,雨伞,6.95455,0.21320,6,7,22
9349,雨水,6.61905,0.74001,5,7,21
9350,雨衣,6.55000,0.99868,4,7,20
9351,语法,3.10000,1.80351,1,7,20
9352,语句,4.33333,2.22111,1,7,21
9353,语气,3.05000,1.82021,1,7,20
9354,语调,3.60000,2.16187,1,7,20
9355,语文,4.69565,2.00986,1,7,23
9356,语言,3.80000,1.73509,1,7,20
9357,语音,6.18182,1.40192,2,7,22
9358,玉米,6.80000,0.51640,5,7,40
9359,郁闷,4.95238,2.08509,1,7,21
9360,预报,4.21739,2.19414,1,7,23
9361,预备,3.75000,2.07428,1,7,20
9362,预测,4.80952,2.37948,1,7,21
9363,预订,3.35000,1.53125,1,6,20
9364,预定,4.11628,2.33207,1,7,43
9365,预防,3.65000,2.15883,1,7,20
9366,预感,4.30435,1.98711,1,7,23
9367,预告,4.80952,2.13586,1,7,21
9368,预计,3.14286,1.76098,1,6,42
9369,预见,3.10000,1.97084,1,7,20
9370,预警,3.31818,1.78316,1,6,22
9371,预料,3.85000,2.23077,1,7,20
9372,预期,3.00000,1.86378,1,7,20
9373,预示,2.86364,1.67034,1,6,22
9374,预算,4.85714,2.08052,1,7,21
9375,预先,3.09091,2.02153,1,6,22
9376,预言,3.45000,2.06410,1,7,20
9377,预约,4.12500,1.75233,1,7,24
9378,预兆,4.08696,1.83187,1,7,23
9379,欲望,3.58333,1.90917,1,7,24
9380,遇见,4.35000,2.23077,1,7,20
9381,遇难,5.00000,1.68585,2,7,20
9382,遇险,3.79167,1.81729,1,7,24
9383,寓言,4.90000,2.14966,1,7,20
9384,寓意,3.25000,1.61815,1,7,20
9385,愈合,4.65217,2.16603,1,7,23
9386,愈加,3.76190,1.92106,1,7,21
9387,冤仇,3.90000,2.17401,1,7,20
9388,冤屈,3.63636,1.64882,1,6,22
9389,冤枉,4.35556,2.21724,1,7,45
9390,渊博,3.55172,1.91956,1,7,29
9391,渊源,3.72500,2.18371,1,7,40
9392,元旦,5.42857,2.20389,1,7,21
9393,元首,4.71429,2.16722,1,7,42
9394,元帅,4.69565,2.07660,1,7,23
9395,元素,3.72727,2.37410,1,7,22
9396,元宵,5.80000,1.48630,2,7,45
9397,园地,5.82609,1.49703,3,7,23
9398,园丁,5.22727,2.18069,1,7,22
9399,园林,6.63158,0.49559,6,7,19
9400,员工,5.13636,2.03061,1,7,22
9401,原本,2.65000,1.69442,1,5,20
9402,原告,4.78261,1.83294,2,7,23
9403,原来,2.56522,1.34252,1,6,23
9404,原理,3.28571,2.32686,1,7,21
9405,原谅,4.14286,2.30837,1,7,21
9406,原料,4.27273,2.14214,1,7,22
9407,原貌,4.05000,1.95946,1,7,20
9408,原始,4.25000,2.17340,1,7,20
9409,原委,3.18182,1.86793,1,7,22
9410,原先,2.81818,1.78982,1,7,22
9411,原形,4.47826,1.59173,1,7,23
9412,原型,4.19048,2.33707,1,7,21
9413,原野,5.33333,1.59164,3,7,21
9414,原意,3.33333,2.37346,1,7,21
9415,原因,3.37500,1.81330,1,7,24
9416,原则,3.85000,2.10950,1,7,20
9417,原著,5.08333,2.24416,1,7,24
9418,圆规,7.00000,0.00000,7,7,28
9419,圆滑,3.55000,1.90498,1,7,20
9420,圆满,4.52381,2.54203,1,7,21
9421,圆圈,6.90000,0.30779,6,7,20
9422,圆润,5.50000,1.43270,3,7,20
9423,援助,4.55172,1.78458,1,7,29
9424,缘分,4.00000,2.12132,1,7,21
9425,缘故,2.95455,1.70370,1,7,22
9426,源流,3.50000,1.90567,1,7,20
9427,源泉,3.75000,1.86025,1,7,20
9428,源头,3.18182,1.96726,1,7,22
9429,远处,4.04348,2.01084,1,7,23
9430,远大,3.22727,1.84989,1,7,22
9431,远方,5.00000,1.88294,2,7,23
9432,远古,4.06897,1.94442,1,7,29
9433,远近,4.04348,1.84584,1,7,23
9434,远亲,4.27273,2.02794,1,7,22
9435,远眺,5.15000,1.22582,3,7,20
9436,怨恨,3.60000,1.95744,1,7,20
9437,院落,6.28571,1.14642,4,7,21
9438,院士,4.90909,1.63034,1,7,22
9439,院子,6.05263,1.17727,3,7,19
9440,愿望,4.28571,2.20073,1,7,42
9441,愿意,3.88372,2.07260,1,7,43
9442,约定,4.04545,2.45875,1,7,22
9443,约会,6.00000,1.15470,3,7,19
9444,约束,4.29167,1.78104,1,7,24
9445,月饼,6.85714,0.35857,6,7,21
9446,月份,5.63636,1.84379,1,7,44
9447,月光,6.13043,0.96786,3,7,23
9448,月亮,6.68421,0.58239,5,7,19
9449,月球,6.61905,0.66904,5,7,21
