ID,Word,IMA_M,IMA_SD,IMA_MIN,IMA_MAX,IMA_N
1790,短视,2.91304,1.62125,1,6,23
1791,短途,3.36364,1.91598,1,7,22
1792,短信,6.69565,0.47047,6,7,23
1793,短暂,3.27586,2.01595,1,7,29
1794,段落,4.77273,2.30799,1,7,22
1795,断案,4.38095,1.80212,1,7,21
1796,断定,2.72727,1.51757,1,5,22
1797,断绝,3.50000,1.94569,1,7,22
1798,断裂,4.95652,1.96511,1,7,23
1799,断然,2.77273,1.77098,1,7,22
1800,断言,4.85714,2.15141,1,7,21
1801,锻炼,5.09091,1.97386,1,7,22
1802,堆放,5.52174,1.47308,2,7,23
1803,堆积,5.25000,1.71295,1,7,20
1804,堆砌,5.34783,1.72175,2,7,23
1805,队列,5.23810,1.97243,1,7,21
1806,队伍,5.76190,1.22085,3,7,21
1807,队员,4.77273,2.26635,1,7,22
1808,队长,5.05000,2.30503,1,7,20
1809,对比,4.14286,2.10193,1,7,42
1810,对策,3.30000,2.12999,1,7,20
1811,对称,5.42857,1.69031,3,7,21
1812,对待,3.50000,2.35081,1,7,20
1813,对方,4.50000,2.30560,1,7,20
1814,对付,3.50000,2.04124,1,7,22
1815,对话,4.70000,1.78001,1,7,20
1816,对劲,2.14815,1.19948,1,6,27
1817,对抗,5.19048,1.86062,1,7,21
1818,对立,4.09091,2.30753,1,7,22
1819,对联,6.55000,0.75915,5,7,20
1820,对面,5.05000,2.11449,1,7,20
1821,对手,4.42500,1.98569,1,7,40
1822,对头,3.38095,1.90987,1,7,21
1823,对象,5.13636,2.23171,1,7,22
1824,对应,3.00000,1.86378,1,7,20
1825,对于,2.95000,2.21181,1,7,20
1826,对照,4.05000,1.95946,1,7,20
1827,对峙,3.81818,2.12998,1,7,22
1828,兑换,4.24138,2.11551,1,7,29
1829,兑现,4.00000,2.18218,1,7,22
1830,敦促,3.05000,1.76143,1,7,20
1831,敦厚,3.54545,2.28301,1,7,22
1832,蹲伏,4.23810,2.21144,1,7,21
1833,顿号,5.71429,1.97846,1,7,21
1834,顿时,2.72727,1.80428,1,7,22
1835,多半,3.05000,1.50350,1,6,20
1836,多亏,3.95652,1.82105,1,7,23
1837,多么,2.22727,1.60154,1,6,22
1838,多情,4.40909,2.13048,1,7,22
1839,多少,3.60000,2.34857,1,7,20
1840,多数,3.81818,2.01509,1,7,22
1841,多余,4.47619,2.08852,1,7,21
1842,多嘴,5.17391,1.26678,3,7,23
1843,哆嗦,5.62791,1.78650,1,7,43
1844,夺冠,5.40909,1.59341,2,7,22
1845,夺魁,3.52174,1.92754,1,6,23
1846,夺目,3.41379,1.80312,1,7,29
1847,夺取,4.33333,1.90613,1,7,21
1848,躲避,4.90000,1.61897,2,7,20
1849,躲藏,5.52632,1.30675,3,7,19
1850,躲闪,4.85000,1.75544,1,7,20
1851,堕落,4.20000,1.93581,1,7,20
1852,鹅黄,4.10000,2.12504,1,7,20
1853,蛾子,6.60870,0.83878,4,7,23
1854,额角,6.00000,1.45297,2,7,19
1855,额头,6.86364,0.35125,6,7,22
1856,额外,3.95238,2.10894,1,7,21
1857,厄运,3.95000,2.11449,1,7,20
1858,扼杀,3.68182,2.05475,1,7,44
1859,恶臭,4.28571,2.14809,1,7,21
1860,恶毒,4.85000,1.34849,2,7,20
1861,恶化,4.42500,2.08643,1,7,40
1862,恶劣,3.75000,2.26820,1,7,20
1863,恶魔,4.60870,1.72519,2,7,23
1864,恶心,5.23810,1.17918,3,7,21
1865,恶意,4.13043,2.02943,1,7,23
1866,遏制,3.80952,1.99045,1,7,21
1867,愕然,3.86957,1.79150,1,7,23
1868,噩耗,4.47826,2.08609,1,7,23
1869,噩梦,5.05000,1.46808,3,7,20
1870,恩赐,3.70833,1.80529,1,7,24
1871,恩德,4.00000,1.85864,1,7,23
1872,恩惠,3.72727,2.09720,1,7,22
1873,恩情,3.79167,1.93321,1,7,24
1874,恩人,4.27586,2.05107,1,7,29
1875,恩泽,3.47619,2.18218,1,7,21
1876,儿女,5.95000,1.46808,2,7,20
1877,儿时,4.45000,1.92087,1,7,40
1878,儿孙,5.04545,1.73143,1,7,22
1879,儿童,6.63158,0.59726,5,7,19
1880,儿子,6.50000,0.96362,4,7,22
1881,而后,2.31579,1.45498,1,6,19
1882,而且,2.90000,1.99737,1,6,20
1883,耳朵,6.94737,0.22942,6,7,19
1884,耳机,6.42857,1.02817,4,7,21
1885,耳际,3.54762,2.42147,1,7,42
1886,耳语,5.57143,1.80476,2,7,21
1887,二手,4.40909,2.32295,1,7,22
1888,发表,4.21739,1.83294,1,7,23
1889,发病,5.60870,1.80250,2,7,23
1890,发布,4.30435,2.00986,1,7,23
1891,发财,5.05000,2.01246,1,7,20
1892,发愁,4.39130,2.12644,1,7,23
1893,发出,3.63636,2.15020,1,7,22
1894,发达,3.59091,2.03912,1,7,22
1895,发呆,5.33333,1.37261,2,7,24
1896,发动,3.85000,2.15883,1,7,20
1897,发抖,6.65000,0.74516,5,7,20
1898,发放,4.11905,1.92800,1,7,42
1899,发愤,4.66667,2.17562,1,7,21
1900,发疯,4.95238,2.31249,1,7,21
1901,发光,6.26190,1.16994,2,7,42
1902,发行,3.30435,1.91726,1,7,23
1903,发挥,3.68182,1.80967,1,7,22
1904,发火,4.71429,2.02837,1,7,21
1905,发髻,4.90000,2.40394,1,7,20
1906,发觉,3.75000,2.35919,1,7,20
1907,发酵,3.95238,1.63726,1,7,42
1908,发掘,3.91304,1.99802,1,7,23
1909,发狂,4.04348,1.96511,1,7,23
1910,发愣,5.47826,1.47308,3,7,23
1911,发亮,5.03448,1.70048,1,7,29
1912,发落,3.09091,1.97386,1,7,22
1913,发霉,6.08696,1.04067,4,7,23
1914,发明,4.25581,2.16127,1,7,43
1915,发怒,5.76190,1.41084,3,7,21
1916,发起,3.06522,1.95962,1,7,46
1917,发热,6.14286,0.96362,4,7,21
1918,发烧,5.85417,1.22021,3,7,48
1919,发射,5.22727,1.44525,2,7,22
1920,发生,3.45455,2.17622,1,7,22
1921,发声,4.27273,2.27160,1,7,22
1922,发送,4.90476,2.09307,1,7,42
1923,发问,3.68182,1.93677,1,7,22
1924,发现,4.30000,1.94936,1,7,20
1925,发笑,5.10000,1.44732,2,7,20
1926,发泄,4.00000,1.97351,1,7,20
1927,发芽,5.13636,1.67034,2,7,22
1928,发言,5.10000,2.02355,1,7,20
1929,发炎,4.69565,2.16238,1,7,23
1930,发扬,3.04545,1.86387,1,7,22
1931,发育,3.91667,1.83958,1,7,24
1932,发展,3.56522,1.82971,1,7,23
1933,发怔,3.54545,2.04071,1,7,22
1934,发作,4.09524,2.30010,1,7,21
1935,乏力,4.52381,2.15914,1,7,21
1936,乏味,3.50000,1.65472,1,6,22
1937,法官,6.05000,1.27630,3,7,20
1938,法规,4.60000,2.37088,1,7,20
1939,法律,4.71429,1.95302,1,7,21
1940,法庭,5.93182,1.70359,1,7,44
1941,法则,3.95000,1.79106,1,7,20
1942,法制,3.73913,2.41618,1,7,23
1943,法治,3.93103,1.88852,1,7,29
1944,帆布,6.15000,1.13671,3,7,20
1945,帆船,6.81818,0.39477,6,7,22
1946,番茄,6.90476,0.30079,6,7,21
1947,翻滚,6.04545,1.36198,3,7,22
1948,翻身,5.95238,1.39557,3,7,21
1949,翻腾,4.75000,1.74341,1,7,20
1950,翻译,4.85000,1.81442,2,7,20
1951,翻阅,6.18182,1.22032,3,7,22
1952,翻越,5.47826,1.95098,1,7,23
1953,凡是,3.20833,1.91059,1,7,24
1954,烦闷,4.50000,1.79284,1,7,22
1955,烦恼,4.13636,2.53162,1,7,22
1956,烦琐,3.04545,1.52682,1,6,22
1957,烦躁,4.54545,1.56532,2,7,22
1958,繁多,4.42857,1.83225,1,7,21
1959,繁华,5.00000,1.75255,1,7,29
1960,繁忙,4.95652,1.84584,1,7,23
1961,繁茂,4.77273,1.97440,1,7,22
1962,繁密,5.05000,1.87715,1,7,20
1963,繁荣,4.50000,1.43270,1,7,20
1964,繁盛,4.44828,1.59432,1,7,29
1965,繁体,4.18182,2.17423,1,7,22
1966,繁衍,3.81818,2.23897,1,7,22
1967,繁育,4.68182,1.80967,1,7,22
1968,繁殖,4.75000,2.14905,1,7,20
1969,繁重,3.90909,2.02103,1,7,44
1970,反驳,4.45000,2.37254,1,7,20
1971,反差,3.71429,2.12468,1,7,21
1972,反常,4.20000,2.09259,1,7,20
1973,反弹,4.13636,2.39634,1,7,22
1974,反倒,3.13636,2.09978,1,7,22
1975,反动,3.50000,2.21241,1,7,20
1976,反对,4.27273,2.18614,1,7,22
1977,反而,2.45000,1.98614,1,7,20
1978,反复,2.89474,1.28646,1,5,19
1979,反感,3.95833,1.75646,1,7,24
1980,反攻,3.52174,1.90381,1,7,23
1981,反悔,4.65000,2.15883,1,7,20
1982,反击,3.47826,1.97414,1,7,23
1983,反抗,4.04545,2.05814,1,7,22
1984,反恐,4.85714,1.76878,1,7,21
1985,反馈,3.45455,2.40490,1,7,22
1986,反面,3.77273,1.82396,1,7,22
1987,反叛,3.80000,1.98945,1,7,20
1988,反射,5.00000,1.58114,2,7,21
1989,反省,4.60870,1.69864,2,7,23
1990,反思,4.21739,2.19414,1,7,23
1991,反响,3.59091,1.70878,1,7,22
1992,反应,3.54167,1.71893,1,7,24
1993,反映,3.91304,1.53484,2,7,23
1994,反正,2.80000,2.09259,1,7,20
1995,返程,4.80952,1.91361,1,7,21
1996,返工,4.70000,2.05452,1,7,20
1997,返还,4.60870,1.64425,2,7,23
1998,返回,5.19048,2.06444,1,7,21
1999,返青,2.60000,1.93037,1,7,20
2000,犯规,4.31818,2.12438,1,7,22
2001,犯人,6.18182,0.95799,4,7,22
2002,犯罪,4.86207,1.74692,2,7,29
2003,饭菜,6.77273,0.61193,5,7,22
2004,泛滥,3.91304,2.19323,1,7,23
2005,泛舟,4.72727,2.05129,1,7,22
2006,范畴,3.18182,1.68003,1,7,22
2007,范围,4.60000,2.34857,1,7,20
2008,方案,4.63636,1.94068,1,7,22
2009,方便,3.27273,1.95623,1,7,22
2010,方才,2.78261,1.70445,1,6,23
2011,方法,3.43478,2.19143,1,7,23
2012,方略,2.33333,1.27802,1,5,21
2013,方面,3.18182,1.53177,1,6,22
2014,方式,3.00000,1.85164,1,7,29
2015,方位,3.86364,1.87506,1,7,44
2016,方向,4.10000,2.10013,1,7,20
2017,方言,4.90476,2.23394,1,7,21
2018,方圆,3.45455,2.15423,1,7,22
2019,方针,2.90909,1.94958,1,7,22
2020,芳香,4.00000,2.35028,1,7,22
2021,防备,3.20000,1.39925,1,6,20
2022,防盗,4.10000,2.17401,1,7,20
2023,防范,4.20000,1.82382,1,7,20
2024,防护,4.00000,2.16025,1,7,22
2025,防守,4.30435,2.09837,1,7,23
2026,防卫,3.45455,2.50195,1,7,22
2027,防线,3.50000,1.87083,1,7,22
2028,防疫,5.33333,1.82574,1,7,21
2029,防御,4.00000,2.11570,1,7,22
2030,防止,4.50000,2.06444,1,7,22
2031,防治,3.63636,1.83991,1,7,22
2032,妨碍,3.90000,1.94541,1,7,40
2033,房顶,6.35000,0.93330,4,7,20
2034,房间,5.66667,1.68325,2,7,21
2035,房梁,6.68182,0.64633,5,7,22
2036,房屋,5.50000,1.84520,1,7,22
2037,房子,7.00000,0.00000,7,7,19
2038,房租,5.40909,1.79043,2,7,22
2039,仿佛,3.86957,1.93777,1,7,23
2040,仿效,3.24138,1.84498,1,7,29
2041,仿造,3.77273,1.57153,1,7,22
2042,仿照,4.45000,1.43178,1,7,20
2043,仿真,4.37500,2.03902,1,7,24
2044,访谈,5.33333,1.98326,1,7,21
2045,访问,4.47619,2.22753,1,7,21
2046,纺织,5.60000,1.31389,3,7,20
2047,放荡,4.78261,1.73091,2,7,23
2048,放飞,4.56000,1.91833,1,7,50
2049,放歌,4.05000,1.98614,1,7,20
2050,放假,5.31034,1.79490,1,7,29
2051,放牧,5.60000,1.50088,2,7,20
2052,放弃,3.45000,2.08945,1,7,20
2053,放晴,5.00000,1.62569,2,7,29
2054,放哨,3.95455,2.12642,1,7,22
2055,放射,2.10714,1.31485,1,5,28
2056,放声,3.04545,1.86387,1,7,22
2057,放肆,3.63636,2.12794,1,7,22
2058,放松,4.27273,1.83048,1,7,22
2059,放心,3.30435,2.30483,1,7,23
2060,放学,6.10526,0.87526,4,7,19
2061,放眼,3.48889,1.86623,1,7,45
2062,放映,4.27273,2.05011,1,7,44
2063,放置,4.50000,2.16430,1,7,20
2064,放逐,4.45000,2.11449,1,7,20
2065,放纵,4.20000,2.01573,1,7,20
2066,飞奔,4.95000,1.53811,2,7,20
2067,飞驰,4.80952,2.11232,1,7,21
2068,飞船,6.19048,0.98077,4,7,21
2069,飞行,5.60000,1.53554,2,7,20
2070,飞机,6.36842,1.30002,2,7,19
2071,飞溅,5.57143,1.85934,2,7,21
2072,飞快,4.77273,2.15874,1,7,22
2073,飞跑,5.60000,1.39170,3,7,20
2074,飞速,4.80952,2.22753,1,7,21
2075,飞腾,3.68182,2.45699,1,7,22
2076,飞舞,4.62500,2.03902,1,7,24
2077,飞翔,6.40000,0.82078,5,7,20
2078,飞旋,4.09091,2.24476,1,7,22
2079,飞跃,4.80000,1.87014,1,7,40
2080,非常,3.25000,2.07428,1,7,20
2081,非但,2.33333,1.42595,1,6,21
2082,非法,3.30435,2.07660,1,7,23
2083,非凡,2.83333,1.85993,1,7,42
2084,绯红,4.85714,1.82444,1,7,21
2085,肥大,4.65000,2.20705,1,7,20
2086,肥料,5.78947,1.35724,2,7,19
2087,肥美,5.40000,1.53554,2,7,20
2088,肥胖,5.86364,1.20694,3,7,22
2089,肥硕,4.75862,1.80585,1,7,29
2090,肥沃,4.10000,1.58612,1,7,20
2091,肥皂,6.59091,0.79637,5,7,22
2092,匪徒,6.25000,0.84437,4,7,28
2093,诽谤,4.71429,2.23926,1,7,21
2094,翡翠,6.19048,1.07792,4,7,21
2095,废除,4.05000,1.98614,1,7,20
2096,废话,3.63636,2.17224,1,7,22
2097,废品,5.50000,1.71131,2,7,22
2098,废物,4.90000,2.12504,1,7,20
2099,废墟,6.47368,0.77233,5,7,19
2100,沸腾,6.04762,1.16087,4,7,21
2101,费解,3.54167,1.66757,1,7,24
2102,费劲,4.30000,2.29645,1,7,20
2103,费力,4.18182,2.20225,1,7,44
2104,费用,4.24138,2.09856,1,7,29
2105,分辨,3.50000,1.66812,1,7,24
2106,分辩,3.36364,2.23704,1,7,22
2107,分别,3.86957,2.00691,1,7,23
2108,分布,5.52174,1.59173,3,7,23
2109,分担,3.45455,1.92050,1,7,22
2110,分发,4.50000,1.70139,1,7,20
2111,分割,3.97619,2.21401,1,7,42
2112,分隔,4.82609,2.46156,1,7,23
2113,分工,4.08696,2.08704,1,7,23
2114,分号,6.10000,1.58612,2,7,20
2115,分红,4.08696,1.88084,1,7,23
2116,分化,3.70000,1.78001,1,7,20
2117,分解,4.00000,2.00000,1,7,40
2118,分离,4.19048,1.74983,1,7,21
2119,分量,3.18182,1.73580,1,6,22
2120,分裂,3.77273,1.92556,1,7,22
2121,分泌,3.06897,1.60203,1,7,29
2122,分明,3.50000,1.89611,1,7,22
2123,分母,5.73684,1.36797,3,7,19
2124,分内,3.10000,2.10013,1,7,20
2125,分配,3.63636,1.17698,2,6,22
2126,分歧,4.23810,2.09535,1,7,21
2127,分散,4.70000,2.20287,1,7,20
2128,分手,5.38095,2.01187,1,7,21
2129,分数,6.45455,0.96250,4,7,22
2130,分摊,3.22727,1.77098,1,6,22
2131,分头,3.95455,1.86387,1,7,22
2132,分外,3.45000,1.93241,1,7,20
2133,分析,4.20000,1.98945,1,7,20
2134,分享,5.47826,1.47308,2,7,23
2135,分心,3.75000,1.64845,1,7,24
2136,分子,3.81818,2.40310,1,7,22
2137,芬芳,3.88636,2.20165,1,7,44
2138,吩咐,4.47619,1.96517,1,7,21
2139,纷纷,2.68182,2.07906,1,7,22
2140,纷乱,3.33333,1.73623,1,7,24
2141,氛围,3.65217,2.18692,1,7,23
2142,坟墓,6.29545,1.06922,3,7,44
2143,焚毁,4.68182,2.20752,1,7,44
2144,焚烧,5.73684,1.28418,3,7,19
2145,粉笔,6.55000,0.94451,4,7,20
2146,粉红,6.42857,1.02817,3,7,21
2147,粉色,6.47619,0.67964,5,7,21
2148,粉饰,3.70000,2.12999,1,7,20
2149,粉刷,6.10526,1.24252,2,7,19
2150,粉丝,4.77273,2.11417,1,7,22
2151,粉碎,5.00000,2.02614,1,7,20
2152,份额,3.67500,1.96622,1,7,40
2153,奋斗,4.65000,2.15883,1,7,20
2154,奋发,3.31818,1.88696,1,6,22
2155,奋力,3.37500,1.73988,1,7,24
2156,奋勇,3.67347,1.96201,1,7,49
2157,粪便,7.00000,0.00000,7,7,21
2158,愤慨,3.59091,1.98035,1,7,44
2159,愤怒,5.00000,1.58800,2,7,24
2160,丰富,4.25000,2.31414,1,7,20
2161,丰厚,4.73913,1.95907,1,7,23
2162,丰满,5.15000,2.03328,1,7,20
2163,丰美,2.90000,1.88903,1,6,20
2164,丰润,4.30000,2.12999,1,7,20
2165,丰盛,4.47619,1.83355,1,7,21
2166,丰收,4.90909,2.18019,1,7,22
2167,丰硕,3.69565,2.00986,1,7,23
2168,丰腴,3.81818,1.62235,1,6,22
2169,风暴,4.95455,1.81206,2,7,22
2170,风波,3.95455,2.12642,1,7,22
2171,风采,3.70000,2.07998,1,7,20
2172,风度,3.36364,1.96506,1,7,22
2173,风范,3.04545,1.61768,1,7,22
2174,风干,4.13636,2.23171,1,7,22
2175,风格,3.00000,1.97351,1,7,20
2176,风光,3.47826,2.01967,1,7,23
2177,风景,5.57143,1.24786,3,7,21
2178,风浪,4.36364,1.96506,1,7,22
2179,风力,5.00000,2.00000,1,7,21
2180,风流,3.50000,1.82093,1,7,20
2181,风貌,3.31818,1.93677,1,7,22
2182,风气,4.00000,2.09307,1,7,22
2183,风情,3.60000,1.84676,1,7,20
2184,风趣,3.00000,1.97605,1,7,22
2185,风骚,4.25000,1.91600,1,7,20
2186,风沙,5.77273,1.57153,2,7,22
2187,风尚,3.22727,2.04548,1,7,22
2188,风声,4.75000,2.26820,1,7,20
2189,风霜,4.90476,1.57812,2,7,21
2190,风俗,5.43478,1.70096,2,7,23
2191,风味,3.90909,2.06810,1,7,22
2192,风险,4.13043,2.05170,1,7,23
2193,风雅,3.53061,1.81547,1,7,49
2194,风雨,5.76190,1.17918,3,7,21
2195,风云,3.93478,1.91372,1,7,46
2196,风韵,3.80000,1.64157,1,7,20
2197,风筝,6.57143,0.74642,5,7,21
2198,封闭,3.55000,1.87715,1,7,20
2199,封建,4.29545,2.09739,1,7,44
2200,封面,6.00000,1.15470,4,7,19
2201,封锁,3.80000,1.76516,1,7,20
2202,疯狂,5.17241,2.00123,1,7,29
2203,疯子,5.90476,1.44585,3,7,21
2204,峰会,4.18182,1.84226,1,7,22
2205,峰峦,6.17391,1.15413,3,7,23
2206,锋利,4.86364,1.85922,1,7,22
2207,蜂蜜,7.00000,0.00000,7,7,20
2208,缝制,5.27586,1.88787,1,7,29
2209,缝隙,6.30435,0.97397,4,7,23
2210,讽刺,3.90000,2.04939,1,7,20
2211,讽喻,3.05000,1.70062,1,7,20
2212,奉承,3.70000,2.00263,1,7,20
2213,奉行,3.09091,1.60087,1,6,22
2214,奉命,4.04762,2.22432,1,7,21
2215,奉陪,3.63636,2.23704,1,7,22
2216,奉献,4.60000,1.90291,1,7,20
2217,佛教,5.34783,1.43364,3,7,23
2218,否定,4.38095,2.15583,1,7,21
2219,否决,3.68182,2.07906,1,7,22
2220,否认,4.47619,2.13586,1,7,21
2221,否则,2.86957,1.89027,1,7,23
2222,夫妇,6.17857,1.05597,4,7,28
2223,夫妻,5.80952,1.93956,1,7,21
2224,夫人,5.09524,1.86828,1,7,21
2225,肤浅,3.85000,2.00722,1,7,20
2226,孵化,4.54545,2.15423,1,7,22
2227,敷衍,4.65000,2.00722,1,7,20
2228,伏案,3.65000,1.81442,1,7,20
2229,扶持,4.50000,2.13985,1,7,20
2230,拂拭,5.17073,1.80142,1,7,41
2231,服从,4.45000,2.25890,1,7,20
2232,服气,3.78261,2.15230,1,7,23
2233,服侍,3.79167,1.97768,1,7,24
2234,服饰,5.95652,1.06508,4,7,23
2235,服输,4.25000,1.77334,1,7,20
2236,服务,3.95652,2.09931,1,7,23
2237,服药,5.55000,2.08945,1,7,20
2238,服用,4.63636,2.08271,1,7,22
2239,服装,6.47368,0.77233,5,7,19
2240,俘获,4.75000,2.02290,1,7,20
2241,俘虏,4.72727,1.95623,2,7,22
2242,浮雕,4.95455,2.14869,1,7,22
2243,浮动,4.36364,1.78740,2,7,22
2244,浮夸,3.54545,2.01724,1,7,22
2245,浮力,4.45455,1.98195,1,7,44
2246,浮现,3.39130,1.90070,1,7,23
2247,浮云,5.23810,2.07135,1,7,21
2248,浮躁,3.95000,1.76143,1,7,20
2249,符号,5.85714,1.71131,2,7,21
2250,符合,3.30000,1.83819,1,7,20
2251,幅度,3.54545,2.21955,1,7,22
2252,辐射,4.95455,1.87957,1,7,44
2253,福利,4.13043,2.24225,1,7,23
2254,福气,3.73913,2.09366,1,7,23
2255,福星,4.05000,2.23548,1,7,20
2256,福音,4.78261,1.73091,1,7,23
2257,福祉,2.93103,1.90734,1,7,29
2258,抚摸,6.08696,0.99604,4,7,23
2259,抚慰,4.00000,1.79947,1,7,22
2260,抚恤,4.43478,1.77933,1,7,23
2261,抚养,4.36364,1.96506,1,7,22
2262,斧头,6.05000,1.43178,3,7,20
2263,斧子,6.85714,0.47809,5,7,21
2264,俯冲,4.45000,1.95946,1,7,20
2265,俯瞰,4.69565,2.00986,1,7,23
2266,俯视,4.68182,2.10184,1,7,22
2267,俯首,5.00000,1.50756,2,7,23
2268,辅导,5.20000,1.57614,2,7,20
2269,辅助,3.91667,2.06243,1,7,24
2270,腐败,3.39130,1.92446,1,7,23
2271,腐臭,4.95000,2.01246,1,7,20
2272,腐化,3.95238,2.03657,1,7,21
2273,腐烂,4.90909,2.06810,1,7,22
2274,腐蚀,4.85000,1.78517,1,7,20
2275,腐朽,4.00000,2.20389,1,7,22
2276,父爱,5.26087,1.83940,1,7,23
2277,父母,6.70000,0.57124,5,7,20
2278,父女,6.17857,1.15642,4,7,28
2279,父亲,6.75000,0.55012,5,7,20
2280,父子,6.19048,1.20909,3,7,21
2281,负担,3.85000,2.30046,1,7,20
2282,负荷,3.17241,1.92853,1,7,29
2283,负面,3.56522,2.23253,1,7,23
2284,负责,4.09524,2.25621,1,7,21
2285,妇女,6.24138,1.02313,4,7,29
2286,附和,4.20000,2.30788,1,7,20
2287,附加,3.66667,2.05751,1,7,21
2288,附件,4.60000,2.13739,1,7,20
2289,附近,4.78261,1.78266,1,7,23
2290,附属,3.85000,2.18307,1,7,20
2291,附着,4.10000,1.99737,1,7,20
2292,赴约,4.18182,1.62235,1,7,22
2293,复仇,4.09091,2.22345,1,7,22
2294,复活,4.30435,2.03235,1,7,23
2295,复旧,2.22222,1.31071,1,5,27
2296,复苏,3.81818,2.28111,1,7,22
2297,复习,5.95455,1.39650,3,7,22
2298,复兴,3.59091,2.17473,1,7,22
2299,复印,5.09091,1.79706,1,7,22
2300,复杂,3.65000,2.27746,1,7,20
2301,复制,4.82609,1.66930,2,7,23
2302,副词,3.00000,2.20389,1,7,22
2303,副食,3.68966,2.15644,1,7,29
2304,副手,3.72727,1.66710,1,7,22
2305,副职,3.22727,1.77098,1,7,22
2306,赋闲,3.40000,2.18608,1,7,20
2307,赋予,3.70000,1.97617,1,7,20
2308,富豪,5.83333,1.70961,1,7,42
2309,富强,4.80000,1.96281,1,7,20
2310,富饶,4.35000,1.95408,1,7,20
2311,富庶,4.68182,2.03274,1,7,22
2312,富翁,5.10000,1.88903,1,7,20
2313,富有,4.65000,1.63111,1,7,20
2314,富余,3.13043,1.89027,1,7,23
2315,富裕,4.20690,1.83963,1,7,29
2316,富足,3.68182,2.19059,1,7,22
2317,腹泻,4.91304,2.02064,1,7,23
2318,覆盖,3.95652,2.01084,1,7,23
2319,馥郁,1.75862,0.98761,1,4,29
2320,该死,3.09524,2.11907,1,7,21
2321,改编,3.37931,1.97147,1,7,29
2322,改变,3.15000,1.75544,1,7,20
2323,改革,3.90476,2.11907,1,7,21
2324,改观,3.95000,2.30503,1,7,20
2325,改进,4.25000,2.19749,1,7,20
2326,改良,3.13636,1.67034,1,7,22
2327,改日,4.05000,2.28208,1,7,20
2328,改善,4.50000,2.28266,1,7,20
2329,改天,3.13636,1.93453,1,7,22
2330,改造,3.58333,1.95419,1,7,24
2331,改正,3.77273,2.28727,1,7,22
2332,钙片,6.23810,1.04426,4,7,21
2333,盖子,6.06977,1.22271,3,7,43
2334,概况,3.20000,1.79473,1,7,20
2335,概括,3.63636,1.70561,1,7,22
2336,概率,3.68182,2.00918,1,7,22
2337,概念,3.65000,2.20705,1,7,20
2338,甘苦,2.90000,2.12504,1,7,20
2339,甘甜,4.47826,2.25368,1,7,23
2340,甘心,3.56522,2.14955,1,7,23
2341,肝脏,6.55000,0.82558,4,7,20
2342,柑橘,6.70000,0.73270,4,7,20
2343,尴尬,4.36364,2.03646,1,7,22
2344,赶赴,4.10000,2.04939,1,7,20
2345,赶集,4.72727,2.11979,1,7,22
2346,赶紧,3.13043,2.18058,1,7,23
2347,赶快,3.63636,1.94068,1,7,22
2348,赶路,4.95238,1.88644,1,7,42
2349,赶忙,3.95000,2.13923,1,7,20
2350,敢于,3.40000,1.78885,1,7,20
2351,感触,3.95000,2.23548,1,7,20
2352,感到,3.34783,2.10214,1,7,23
2353,感动,4.95652,1.79591,1,7,23
2354,感恩,4.65000,1.98083,1,7,20
2355,感化,3.04545,2.21418,1,7,22
2356,感激,4.26087,1.74400,1,7,46
2357,感觉,3.91667,1.83958,1,7,24
2358,感慨,4.90476,2.25621,1,7,21
2359,感冒,5.26087,1.91210,2,7,23
2360,感念,3.05000,1.85293,1,7,40
2361,感情,3.95000,2.16370,1,7,20
2362,感染,3.95833,1.75646,1,7,24
2363,感人,4.65000,2.15883,1,7,20
2364,感伤,3.83333,1.85722,1,7,24
2365,感受,3.13636,1.83343,1,7,22
2366,感叹,4.40000,2.06219,1,7,20
2367,感想,3.13043,2.11712,1,7,23
2368,感谢,4.78261,1.95301,1,7,23
2369,橄榄,5.60000,1.56945,2,7,20
2370,干瘪,4.30435,1.69048,1,7,23
2371,干部,5.35000,1.81442,1,7,20
2372,干脆,3.45455,2.32435,1,7,22
2373,干戈,2.70000,2.05452,1,7,20
2374,干旱,5.04167,1.98865,1,7,24
2375,干涸,6.13636,1.16682,3,7,22
2376,干净,5.04348,1.88511,1,7,46
2377,干渴,4.95238,1.77415,1,7,21
2378,干枯,4.54167,1.93321,1,7,24
2379,干练,4.55000,2.13923,1,7,20
2380,干粮,6.50000,0.76089,5,7,20
2381,干扰,4.65000,1.95408,1,7,20
2382,干涩,4.13636,2.18862,1,7,22
2383,干涉,2.95455,1.67552,1,6,22
2384,干预,3.77273,1.71636,1,7,22
2385,干燥,4.95556,1.99949,1,7,45
2386,刚才,3.16667,1.80980,1,7,24
2387,刚刚,3.87500,1.94070,1,7,24
2388,刚好,2.75000,1.74341,1,6,20
2389,刚劲,3.85000,2.00722,1,7,20
2390,刚烈,4.34783,1.82430,1,7,23
2391,刚强,3.27273,1.85631,1,7,22
2392,刚毅,3.09091,2.13606,1,7,22
2393,刚正,4.10345,1.51998,1,7,29
2394,纲领,4.04348,2.24577,1,7,23
2395,纲要,4.11628,2.01435,1,7,43
2396,钢笔,6.57895,0.76853,5,7,19
2397,钢筋,6.36364,1.04860,4,7,22
2398,钢琴,6.61905,0.86465,4,7,21
2399,钢铁,6.30000,0.92338,4,7,20
2400,岗位,4.63636,1.91598,1,7,22
