word.EN,word.CH,pos,syllables,strokes,HSK,valence.mean.CH,valence.sd.CH,valence.N.CH,arousal.mean.CH,arousal.sd.CH,arousal.N.CH,valence.mean.EN,valence.sd.EN,valence.N.EN,arousal.mean.EN,arousal.sd.EN,arousal.N.EN,sensory.mean.CH,sensory.sd.CH,sensory.N.CH,valence_Xu,arousal_Xu,valence_yao,arousal_yao,imageability_su,familiarity_su,concreteness_xu,freq_m_Tsang,freq_cncorpus,AoA_Xu,RT_Tsang,zRT_Tsang,category
warrior,战士,noun,2,12,NA,6.19,1.97,16,5.88,1.45,16,5.5,2.21,20,5.94,2.01,18,4.62,2.7,16,1.72,2.88,NA,NA,6.31915,5.665954,1.75,25.1,0.0183,10.3,606.75,-0.797,NA
warship,战舰,noun,2,19,NA,5.62,1.86,16,6.31,1.49,16,3.52,1.81,21,4.39,2.76,23,4.38,2.92,16,NA,NA,NA,NA,NA,5.461538,NA,NA,NA,11.4,NA,NA,NA
wartime,战时,noun,2,16,NA,2.81,1.42,16,5.88,1.41,16,2.79,1.58,19,5.43,2.25,21,3.87,2.61,15,NA,NA,NA,NA,NA,NA,NA,NA,0.0014,NA,NA,NA,NA
wash,洗,verb,1,9,2,4.94,1,16,4.94,0.77,16,6,2.07,22,3.7,2.18,20,5,2.07,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0067,NA,NA,NA,NA
washer,洗衣机,noun,3,21,NA,5.06,1.53,16,4.81,0.54,16,5.16,2.06,19,2.9,1.8,20,4.69,2.44,16,0.28,1.38,NA,NA,NA,6.777778,NA,4.05,0.0006,11,666.1,-0.578,NA
washroom,洗手间,noun,3,20,3,4.94,0.85,16,5,1.21,16,4.9,1.7,21,2.83,2.06,23,5.81,2.26,16,0,1.8,NA,NA,NA,6.043478,NA,28.47,NA,8.5,626.57,-0.71,NA
wasteland,荒地,noun,2,15,NA,3.94,1.53,16,3.6,1.5,15,3.05,1.43,22,4.4,2.43,25,5.25,2.57,16,NA,NA,NA,NA,NA,5.291667,NA,NA,0.0011,10.1,NA,NA,NA
watch,观看,verb,2,15,NA,5.38,0.72,16,4.94,0.93,16,5.45,1.68,42,3.37,2.04,43,4.75,2.41,16,NA,NA,NA,NA,5.05,6.461538,NA,NA,0.0021,8,NA,NA,NA
watchtower,角楼,noun,2,20,NA,5.62,0.89,16,4.5,0.85,14,4.67,1.53,21,3.7,2.3,20,4,2.35,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
water,水,noun,1,4,1,6.44,1.41,16,4.19,1.68,16,7,1.74,40,3.71,2.39,21,6.12,2.73,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0657,NA,NA,NA,NA
water polo,水球,noun,2,14,NA,5.69,1.2,16,4.8,1.42,15,5.52,1.72,21,3.45,2.37,20,4.73,2.09,15,0,1.59,NA,NA,NA,3.84,1.833333,1.64,NA,12,926.41,0.158,NA
waterfall,瀑布,noun,2,23,6,6.75,1.53,16,5.19,1.72,16,7.79,1.44,19,4.35,2.82,43,6.38,2,16,0.46,2.4,3.39,5.88,6.61111,6.428571,1.16129,4.56,0.0012,8.5,735.44,-0.346,NA
watermelon,西瓜,noun,2,11,2,7.5,1.55,16,4.69,1.54,16,6.75,1.94,20,4.64,2.48,22,6.81,1.97,16,0.27,1.61,NA,NA,6.40909,6.464286,1.538462,3.01,0.0017,5.6,619.82,-0.742,NA
wave,波动,verb,2,14,NA,5,0.89,16,5.44,1.09,16,6.32,1,19,4.19,2.16,21,4.69,2.68,16,NA,NA,NA,NA,NA,6.173913,NA,NA,0.0038,12.5,NA,NA,NA
wavelength,波长,noun,2,12,NA,5.12,0.5,16,5.2,1.26,15,6.05,1.77,21,3.44,2.31,25,3.47,2.26,15,0,1.14,NA,NA,NA,4.428571,2.913043,0.69,0.0036,15.2,827.97,0.047,NA
wax,蜡,noun,1,14,NA,4.88,0.96,16,5.12,1.54,16,4.68,1.91,22,3.64,2.06,22,4.75,2.59,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0014,NA,NA,NA,NA
weaken,削弱,verb,2,19,6,3.31,1.08,16,5.5,1.55,16,3.3,1.13,20,4.19,2.86,16,4.25,2.79,16,-1.13,1.91,NA,NA,4.28571,6.666667,3.304348,2.38,0.0029,14,722.83,-0.455,NA
wear,穿,verb,1,9,2,5.44,1.09,16,5.12,1.26,16,6.36,1.29,22,3.33,1.88,21,5.12,2.22,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0172,NA,NA,NA,NA
weather,天气,noun,2,8,1,5.62,1.09,16,4.75,1.44,16,6.05,1.59,22,4.21,2.32,19,5.69,2.44,16,0.12,1.95,NA,NA,5.1,6.653846,2.76,37.56,0.0088,8,646.96,-0.639,NA
weave,编织,verb,2,20,6,5.62,0.96,16,4.56,0.81,16,5.41,1.22,22,3.1,2.05,21,4.12,2.36,16,NA,NA,NA,NA,5.84211,4.962963,NA,NA,0.0007,11.7,NA,NA,NA
website,网站,noun,2,16,4,5.19,0.54,16,5.19,1.33,16,6.76,1.64,21,3.58,2.22,24,4.75,2.72,16,NA,NA,NA,NA,5.6,6.307692,NA,NA,NA,15.7,NA,NA,NA
wedding,婚礼,noun,2,16,5,6.56,1.71,16,6.06,1.48,16,7.35,1.57,20,5.32,3.12,44,6.19,2.4,16,1.85,3.38,NA,NA,6.42857,6.2,1.833333,100.79,0.0013,10.4,610.76,-0.755,NA
wedge,楔子,noun,2,16,NA,5.47,1.3,15,5.19,0.98,16,4.74,0.65,19,3.24,1.73,21,4,2.39,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
weed,杂草,noun,2,15,NA,4,1.03,16,4.69,1.2,16,4.65,2.1,23,4.78,2.81,23,4.62,2.33,16,-0.35,1.57,NA,NA,6.42105,5.76,1.391304,1.34,0.0011,8.9,733.1,-0.387,NA
weekend,周末,noun,2,13,3,7.38,1.54,16,5.5,2.07,16,7.17,2.2,18,5.81,2.82,21,6.81,2.64,16,0.92,2.74,NA,NA,5.42857,6.823529,1.772727,67.07,NA,7.3,643.89,-0.566,NA
weigh,权衡,verb,2,22,6,5.12,0.81,16,4.75,1,16,4.32,1.49,19,4.14,2.51,22,4.5,2.97,16,0.65,1.67,NA,NA,3.09091,5.90625,3.592593,1.61,NA,12.9,730.97,-0.342,NA
weight,重量,noun,2,21,5,5.12,0.72,16,4.94,1.06,16,3.91,2.11,22,4.05,2.33,20,4.56,2.25,16,0.25,1.89,NA,NA,4.40909,6.444444,2.24,7.78,0.0037,10,643.27,-0.649,NA
weld,焊接,verb,2,22,NA,4.88,0.61,32,4.7,1.34,30,4.95,1.22,19,4.62,1.96,21,#N/A,#N/A,#N/A,0.54,1.63,NA,NA,NA,5,1.911765,1.46,0.0011,13.7,793.15,-0.123,NA
welfare,福利,noun,2,20,6,6.44,1.26,16,5.94,1.39,16,3.58,2.19,19,4.32,1.89,22,5.19,2.4,16,1.74,2.94,4.95,5,4.13043,6.791667,3.103448,9.75,0.0026,13,650.12,-0.597,NA
west,西,noun,1,6,3,5.25,0.58,16,4.88,0.89,16,5.72,1.71,18,3.05,1.94,21,3.94,2.29,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0123,NA,NA,NA,NA
western,西部,noun,2,16,NA,5.19,1.11,16,5.25,1.39,16,5.35,1.95,20,4.48,2.59,23,4.31,2.39,16,0.16,1.38,NA,NA,NA,6.074074,3.038462,14.87,0.0035,10.4,792.62,-0.257,NA
whale,鲸鱼,noun,2,24,NA,6.12,1.63,16,5.25,1.95,16,5.81,2.14,21,4.2,2.76,20,5.69,2.41,16,0.14,2.15,NA,NA,NA,5.541667,1.545455,5.93,NA,9.7,695.07,-0.394,NA
whaling,捕鲸,verb,2,26,NA,2.69,1.49,16,6.19,1.76,16,3.26,2,19,3.2,1.99,20,5.44,2.45,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wharf,码头,noun,2,13,6,5.38,0.89,16,4.75,1.95,16,5.24,1.55,21,3.65,1.9,20,5.12,1.89,16,0.24,1.27,NA,NA,5.7,5.72,1.580645,21.16,0.0023,9.8,765.69,-0.232,NA
wheat,小麦,noun,2,10,5,5.94,1.12,16,4.06,1.57,16,4.95,1.93,19,3.94,2.3,17,5.56,1.79,16,NA,NA,NA,NA,6.90476,6.541667,NA,NA,0.0045,9.9,NA,NA,NA
wheel,车轮,noun,2,12,NA,5.31,0.7,16,4.69,1.3,16,5.9,1.51,21,4,2.36,20,4.5,2.45,16,NA,NA,NA,NA,NA,6.208333,NA,NA,0.0012,7.3,NA,NA,NA
wheelbarrow,手推车,noun,3,19,NA,5.25,0.68,16,4.31,1.2,16,5.17,1.15,18,3.1,1.94,20,4.69,2.68,16,0.09,1.44,NA,NA,NA,5.75,NA,3.07,NA,9.8,896.59,0.072,NA
wheelchair,轮椅,noun,2,20,NA,4,1.59,16,4.56,1.21,16,3.64,1.89,22,3.74,2.08,19,5.06,2.24,16,NA,NA,2.63,4.46,6.63636,6.708333,NA,NA,NA,9.2,NA,NA,NA
whereabouts,下落,noun,2,15,NA,4.5,1.1,16,4.94,1.53,16,5.05,1.39,20,3.87,2.2,23,4.38,2.42,16,NA,NA,NA,NA,4.35,5.954545,NA,NA,0.001,10.4,NA,NA,NA
whip,鞭子,noun,2,21,NA,4.06,1,16,5.6,1.24,15,3.6,2.87,20,5.1,3.09,20,5,2.8,16,NA,NA,NA,NA,6.77273,6.222222,NA,NA,0.0013,NA,NA,NA,NA
whiskey,威士忌,noun,3,19,NA,5.31,1.2,16,5.44,1.36,16,5.55,2.5,20,5.62,2.44,21,5.47,2.88,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
whisper,耳语,verb,2,15,NA,5.19,0.75,16,4.62,1.59,16,6.14,1.71,21,4.1,2.92,20,6.12,2.66,16,NA,NA,NA,NA,5.57143,6.147059,NA,NA,NA,NA,NA,NA,NA
white,白色,noun,2,11,NA,5.94,1.29,16,4.56,1.41,16,6.18,1.93,39,3.35,2.36,43,4.88,2.58,16,0.33,1.58,NA,NA,6.65,6.657143,1.633333,26.23,0.0064,6.7,738.63,-0.295,NA
whole,整体,noun,2,23,5,5.06,0.77,16,5.19,1.05,16,5.86,1.49,22,3.48,2.5,21,3.75,2.14,16,0.33,1.64,NA,NA,3.73913,6.529412,2.913043,6.35,0.0112,10.9,734.62,-0.362,NA
wholesale,批发,verb,2,12,6,5.12,0.81,16,5.12,1.09,16,6.33,1.43,21,3.48,1.91,21,3.19,2.17,16,0.08,1.74,NA,NA,4.59091,6.142857,2.742857,0.63,0.0037,10.8,776.76,-0.191,NA
wicker,柳条,noun,2,16,NA,5.56,1.09,16,4.44,0.73,16,4.79,1.36,19,3.06,1.76,18,4.44,2.13,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0005,NA,NA,NA,NA
widow,寡妇,noun,2,20,NA,4.12,1.02,16,5.06,1.84,16,2.28,1.71,18,3.5,2.4,20,5.06,2.41,16,-1.13,2.3,4.34,4.4,6,6.575758,1.68,8.5,0.0017,13.1,636.26,-0.649,NA
widowed,寡居,verb,2,22,NA,4.06,1,16,4.94,1.77,16,3.05,1.65,19,4.78,2.28,23,4.44,1.93,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
widower,鳏夫,noun,2,22,NA,3.75,1.13,16,5,1.67,16,2.26,1.33,19,2.83,1.47,18,4.27,2.37,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
width,宽度,noun,2,19,NA,5.25,0.58,16,4.88,1.36,16,5.43,1.12,21,3.73,2.35,22,3.88,2.55,16,NA,NA,NA,NA,4.85714,6.411765,NA,NA,0.001,8.2,NA,NA,NA
wife,妻子,noun,2,11,2,5.81,1.42,16,5.25,1.61,16,6.7,2.12,23,4.21,2.68,43,5.75,2.24,16,0.81,2.83,5.73,6.43,5.33333,6.571429,1.434783,193.58,0.0083,9.5,627.66,-0.727,NA
wild,野生,adjective,2,16,NA,5.44,0.81,16,4.94,1.12,16,5.94,1.83,18,5.9,2.76,21,4.75,2.32,16,NA,NA,NA,NA,4.27273,5.8,NA,NA,0.0008,12,NA,NA,NA
wildcat,野猫,noun,2,22,NA,4.19,1.38,16,5.19,1.91,16,5.21,1.99,19,5.2,2.78,20,6,2.25,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wilderness,荒野,noun,2,20,NA,4.5,1.15,16,4.44,1.9,16,6.68,1.16,19,4.85,2.16,20,5.75,2.52,16,NA,NA,NA,NA,5.8,5.538462,NA,NA,NA,NA,NA,NA,NA
wildfire,野火,noun,2,15,NA,4.31,1.49,16,4.44,2.1,16,2.7,2.23,20,5.9,2.61,21,5.75,2.29,16,NA,NA,NA,NA,4.55,5.636364,NA,NA,NA,NA,NA,NA,NA
will,将,adverb,1,9,NA,5.25,0.58,16,4.88,1.54,16,5.32,1.78,22,2.9,2.07,21,2.87,1.85,15,NA,NA,NA,NA,NA,NA,NA,NA,0.0501,NA,NA,NA,NA
willow,柳树,noun,2,18,NA,6.12,1.2,16,3.69,1.3,16,5.95,1.73,20,2.78,1.99,18,4.69,2.06,16,0.5,1.32,5,4.54,6.89474,5.92,1.076923,0.89,0.001,9.2,700.26,-0.468,NA
willpower,意志力,noun,3,22,NA,6.75,1.53,16,5.62,1.54,16,6.79,1.69,19,5.22,2.49,23,5.19,2.76,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wilt,凋谢,verb,2,22,NA,3.62,0.96,16,4.88,1.67,16,3.42,1.17,19,3.24,1.41,21,5.25,2.54,16,-1.29,1.65,NA,NA,5.09524,5.616758,2.833333,1.1,NA,11.2,751.1,-0.271,NA
win,赢,verb,1,17,4,6.88,1.59,16,5.81,1.56,16,6.97,2.09,40,5.61,3.24,23,5.38,3.28,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0012,NA,NA,NA,NA
wind,风,noun,1,4,NA,5.94,0.93,16,3.94,1.88,16,5.67,2.22,18,3.7,2.47,20,5.69,2.6,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0174,NA,NA,NA,NA
windmill,风车,noun,2,8,NA,6.06,1,16,3.69,1.25,16,6.17,1.95,18,3.52,2.35,46,5.25,2.38,16,0.3,0.93,5.67,4.81,NA,5.818182,1.551724,2.44,NA,7.1,656.64,-0.649,NA
window,窗,noun,1,12,NA,5.75,1.06,16,4,1.51,16,6.47,1.62,43,3.27,1.91,41,5.69,2.55,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0026,NA,NA,NA,NA
wine,葡萄酒,noun,3,33,NA,6.25,1.24,16,5.06,1.77,16,5.85,1.87,20,4.24,2.55,42,6,2.19,16,NA,NA,NA,NA,NA,5.84,NA,NA,NA,NA,NA,NA,NA
winner,赢家,noun,2,27,NA,6.31,1.35,16,6.62,1.41,16,7.86,1.75,22,6.53,2.82,19,5.06,2.77,16,NA,NA,NA,NA,NA,5.271429,NA,NA,NA,12.5,NA,NA,NA
winter,冬天,noun,2,9,NA,5.25,1.77,16,4.5,2.61,16,5.5,1.85,20,2.77,2.33,22,6.25,2.11,16,-0.04,1.76,NA,NA,6.2,6.792781,1.666667,13,0.0039,5.2,564.91,-0.817,NA
wintertime,冬季,noun,2,13,NA,5,1.71,16,4.12,2.09,16,5.95,2.54,21,3.76,2.39,25,6.06,1.95,16,0.5,1.5,NA,NA,6.52632,6.685714,1.833333,3.64,0.0049,7.2,601.85,-0.851,NA
wipe,擦,verb,1,17,4,5.19,0.83,16,5.06,1.61,16,4.58,1.35,19,3.54,2.06,24,4.5,1.97,16,NA,NA,NA,NA,NA,NA,NA,43.67,0.0052,NA,731.77,-0.353,NA
wiper,雨刮器,noun,3,32,NA,4.94,0.57,16,4.44,1.55,16,4.25,1.41,20,2.62,1.4,21,4.56,2.31,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wishful,一厢情愿,idiom,4,37,NA,3.75,0.86,16,5.62,1.36,16,6.84,1.21,19,4.4,2.56,20,4.69,3.03,16,-0.68,2.19,NA,NA,NA,5.12,NA,1.52,NA,15,785.47,-0.209,NA
witchcraft,巫术,noun,2,12,NA,4.31,1.35,16,5.88,1.67,16,3.95,2.26,20,5.24,2.72,21,4.5,2.63,16,-1.88,2.3,NA,NA,NA,5.086957,3.428571,6.02,NA,11.6,792.98,-0.19,NA
withdraw,撤回,verb,2,21,NA,4.69,1.45,16,5.25,1.39,16,4.11,1.59,19,3.95,2.1,22,5.44,2.28,16,NA,NA,NA,NA,NA,5.833333,NA,NA,NA,14.8,NA,NA,NA
withdrawal,撤走,verb,2,22,NA,4.12,1.26,16,5,1.46,16,4.45,2.06,20,4.32,2.64,22,3.94,2.41,16,NA,NA,NA,NA,NA,5.242424,NA,NA,NA,11.7,NA,NA,NA
witness,目击者,noun,3,18,NA,4.81,0.98,16,5.25,1.24,16,5.61,1.24,18,3.67,2.58,21,4.69,2.47,16,0.23,2.89,NA,NA,NA,5.458333,NA,16.9,NA,13.2,691.69,-0.554,NA
wobbly,摇摆不定,idiom,4,38,NA,3.44,1.36,16,5.81,1.22,16,4.71,1.71,21,4.77,1.85,22,4.19,2.51,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wok,炒锅,noun,2,20,NA,5.2,0.56,15,5.44,1.41,16,5.84,1.86,19,3.55,1.99,22,4.56,2.53,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wolf,狼,noun,1,10,NA,3.88,1.26,16,5.69,1.62,16,6.26,1.59,19,5.25,2.24,20,5.38,2.22,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0026,NA,NA,NA,NA
womanizer,色鬼,noun,2,15,NA,2.56,1.55,16,6.19,1.28,16,3.32,2.21,19,4.86,3.17,22,4.88,2.45,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wood,木材,noun,2,11,NA,5.19,0.4,16,4.75,1.13,16,5.82,1.47,22,3.5,1.7,20,4.31,2.52,16,0.46,1.3,NA,NA,6.04762,6.4,1.566667,2.74,0.0023,7.8,679.38,-0.475,NA
woodland,林地,noun,2,14,NA,5.69,0.95,16,4.06,1.12,16,6.43,1.29,21,2.46,1.82,24,4.38,2.55,16,0.62,1.46,NA,NA,NA,5.521739,1.888889,0.15,0.0006,10.8,945.52,0.273,NA
woodpecker,啄木鸟,noun,3,20,NA,5.62,1.02,16,4.5,1.26,16,5.76,1.89,21,4.48,2.26,25,4.94,2.57,16,NA,NA,NA,NA,NA,NA,NA,NA,0.0013,NA,NA,NA,NA
wool,羊毛,noun,2,10,NA,6.06,1,16,4.56,1.31,16,5.38,1.91,21,2.58,1.89,24,5.44,2.48,16,0.21,1.67,NA,NA,NA,6.06383,1.608696,2.21,0.0016,9.3,732.75,-0.383,NA
word,单词,noun,2,15,NA,5.06,0.77,16,5,1.55,16,5.77,1.77,22,4,2.63,21,4.31,2.65,16,NA,NA,NA,NA,NA,6.115385,NA,NA,0.0006,8.2,NA,NA,NA
work,工作,noun,2,10,1,4.94,1.18,16,5.25,1.53,16,5.05,1.73,22,4.33,2.37,21,4.81,2.71,16,0.26,2.25,NA,NA,5.5,6.233333,2.366667,899.97,0.101,12.4,604.59,-0.749,NA
workaholic,工作狂,noun,3,17,NA,4.5,1.15,16,6.31,1.62,16,3.48,1.93,23,4.05,2.62,21,5.5,2.28,16,0,2.46,NA,NA,NA,5.583333,NA,2.15,NA,15.2,721.58,-0.377,NA
worker,工人,noun,2,5,5,5.06,0.44,16,4.94,1.61,16,5.95,1.47,20,3.6,2.01,20,4.5,2.5,16,0.41,1.48,NA,NA,6.2,6.676471,1.828571,18.39,0.0337,7.9,592.05,-0.76,NA
workout,锻炼,verb,2,23,3,6.38,0.96,16,5.5,1.46,16,6.16,1.71,19,5.64,2.24,22,5.44,2.68,16,1.82,2.63,NA,NA,5.09091,6.04,2.608696,13.62,0.0058,9.7,716.47,-0.321,NA
workshop,车间,noun,2,11,NA,4.88,0.5,16,4.69,1.25,16,6.35,1.31,20,3.57,2.79,21,4.44,2.34,16,NA,NA,NA,NA,NA,5.083333,NA,NA,0.0066,14.8,NA,NA,NA
world,世界,noun,2,14,3,6.06,1.24,16,5.38,2.25,16,6.46,1.57,39,4.55,2.3,42,5,2.45,16,0.54,1.84,4.82,4.45,5.08696,6.705882,3.428571,349.4,0.0596,9.3,607.15,-0.774,NA
wreath,花环,noun,2,15,NA,6.19,1.64,16,4.38,1.45,16,5.81,1.78,21,3.17,2.17,23,5.25,2.21,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wreck,沉船,noun,2,18,NA,3.06,1.53,16,4.94,1.53,16,1.62,0.74,21,4.65,3.1,20,5.19,2.23,16,NA,NA,NA,NA,NA,5.071429,NA,NA,NA,11.2,NA,NA,NA
wreckage,残骸,noun,2,24,NA,2.5,0.97,16,4.81,1.83,16,3.38,1.69,21,5.71,2.28,21,5.07,1.94,15,NA,NA,2,6.44,NA,4.114286,NA,NA,NA,14.4,NA,NA,NA
wrench,扳手,noun,2,11,NA,4.69,1.2,16,4.56,1.31,16,4.86,1.68,21,3.7,1.95,20,4.06,2.32,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wrestling,摔跤,verb,2,27,NA,4.06,1,16,5.44,1.36,16,4.62,1.86,21,4.24,2.63,25,4.31,2.09,16,-0.44,2.24,NA,NA,6.25,5.96,1.827586,9.9,NA,10.7,737.1,-0.309,NA
wrist,手腕,noun,2,16,NA,4.94,0.44,16,4.56,1.03,16,5.06,2.34,18,3.27,1.91,22,4.62,2.36,16,-0.24,1.52,NA,NA,6.55,6.428571,2.125,11.03,0.001,9.5,718.03,-0.494,NA
wristwatch,手表,noun,2,12,2,5.44,0.89,16,4.75,1.44,16,5.63,2.01,19,3.75,2.63,20,5.88,2.31,16,0.6,1.58,NA,NA,6.68421,6.346154,1.259259,15.23,0.0015,9.9,697.86,-0.489,NA
write,写,verb,1,5,1,5.19,0.98,16,4.31,1.58,16,6.45,2.11,22,3.81,2.18,21,5.19,2.46,16,NA,NA,NA,NA,NA,NA,NA,405.08,0.0391,NA,672.47,-0.619,NA
writer,作家,noun,2,17,4,5.69,0.95,16,4.69,0.95,16,6.74,2.1,19,4.74,2.4,39,4.75,2.44,16,NA,NA,NA,NA,6.26087,6.25,NA,NA,0.0138,10.7,NA,NA,NA
yak,牦牛,noun,2,12,NA,5.38,0.81,16,4.88,1.71,16,4.32,2.3,22,3.84,1.92,19,4.12,2.68,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yard,院子,noun,2,12,NA,5.81,1.11,16,4.12,1.71,16,5.7,1.92,20,3.68,2.03,22,5.19,1.72,16,NA,NA,NA,NA,6.05263,6.571429,NA,NA,0.0037,7.9,NA,NA,NA
year,年,noun,1,6,1,5.56,1.09,16,4.38,1.82,16,5.75,1.29,20,3.33,2.03,21,4.19,1.6,16,NA,NA,NA,NA,NA,NA,NA,NA,0.2283,NA,NA,NA,NA
yearbook,年鉴,noun,2,19,NA,5.27,0.59,15,4.69,1.3,16,6.05,1.93,20,3.45,2.42,20,2.93,2.02,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yeast,酵母,noun,2,19,NA,5.38,0.89,16,4.88,1.5,16,4.58,1.77,19,3.26,2.05,19,4.5,2.28,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yell,叫喊,verb,2,17,NA,4.19,0.91,16,5.62,1.63,16,3.58,1.64,19,4.94,2.51,18,4.88,2.83,16,-0.43,2.82,NA,NA,6.35,6.147059,2.153846,2.86,0.0012,7.7,647.01,-0.572,NA
yen,日元,noun,2,8,NA,4.69,0.7,16,5.06,1.44,16,5,1.92,21,2.91,1.88,23,3.93,2.58,15,0.09,1.12,NA,NA,NA,5.223684,1.434783,3.01,0.0005,13.9,993.34,0.607,NA
yield,产量,noun,2,18,NA,5.19,1.11,16,5.06,1.61,16,5.19,1.94,21,3.85,2.43,20,3.94,2.59,16,NA,NA,NA,NA,NA,5.416667,NA,NA,0.0095,11.5,NA,NA,NA
yo-yo,溜溜球,noun,3,36,NA,5.81,1.22,16,5.69,1.54,16,6.33,1.96,21,4.04,2.42,24,5.38,2.5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yoga,瑜伽,noun,2,20,NA,5.94,0.93,16,4.25,1.84,16,6.05,1.5,20,3.33,2.42,21,5.25,2.59,16,NA,NA,NA,NA,NA,5.618421,NA,NA,NA,17.2,NA,NA,NA
yogurt,酸奶,noun,2,19,NA,6.88,1.31,16,5.44,1.75,16,7,1.76,19,4.52,2.71,23,6,2.58,16,NA,NA,NA,NA,6.88889,6.576923,NA,NA,NA,11,NA,NA,NA
yolk,蛋黄,noun,2,22,NA,6.38,1.63,16,5,1.55,16,5.32,1.86,22,3.05,2.01,19,6.12,2.68,16,0.48,1.56,NA,NA,NA,5.928571,1.652174,2.56,NA,6.5,803.46,-0.074,NA
young,幼小,adjective,2,9,NA,4.81,1.38,16,4.56,1.71,16,6.31,1.59,39,4.09,2.22,22,4.62,2.75,16,NA,NA,NA,NA,5.2,6.590909,NA,NA,0.0007,9.2,NA,NA,NA
youth,青年,noun ,2,14,NA,5.88,1.09,16,5.38,1.63,16,6.53,1.58,19,4.14,2.58,44,4.81,2.17,16,0.86,2.14,NA,NA,6.04545,6.75,2.153846,9.63,0.0329,12.9,690.13,-0.582,NA
zebra,斑马,noun,2,16,NA,5.44,0.73,16,4.62,1.15,16,6.47,2.34,19,3.9,2.75,20,5.19,2.76,16,0.05,1.26,NA,NA,6.73913,5.928571,1.304348,3.28,NA,8.2,715.7,-0.452,NA
zipper,拉链,noun,2,20,NA,5,0,16,4.62,1.26,16,5.11,2.13,19,3.73,2.21,22,4.56,2.56,16,-0.08,1.1,NA,NA,NA,6.125,1.269231,6.02,NA,5.2,740.79,-0.384,NA
zone,地区,noun,2,10,5,4.88,0.81,16,4.75,1.06,16,4.75,2.05,20,3.78,2.53,18,3.31,2.06,16,NA,NA,NA,NA,4.5,5.62963,NA,NA,0.0481,10.6,NA,NA,NA
zoo,动物园,noun,3,21,NA,5.94,1.18,16,5.38,1.54,16,7,1.58,21,5.63,2.54,19,5.31,2.39,16,0.39,2.05,NA,NA,NA,6.318182,NA,9.57,0.0007,6.6,631.87,-0.738,NA
zucchini,西葫芦,noun,3,25,NA,5.5,1.16,14,5.13,1.41,15,6.3,2.36,20,4.18,2.2,22,4.64,2.31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anger,愤怒,adjective,2,21,6,4.06,1.48,16,6.88,1.31,16,2.5,1.36,20,5.93,2.77,43,6.19,2.2,16,-1.75,3.74,NA,NA,5,6.464286,2.885714,42.57,0.0033,7.8,605.03,-0.757,N_A
discoloration,变色,verb,2,14,NA,4.94,1.39,16,4.67,1.68,15,3.82,1.71,22,4.05,2.31,21,4.16,2.63,19,NA,NA,NA,NA,4.7,5.227273,NA,NA,0.0007,10.5,NA,NA,N_A
indignation,愤慨,adjective,2,24,NA,4.38,1.82,16,5.88,2.22,16,4.33,1.35,21,4.05,2.08,22,6.31,1.54,16,-0.83,3.08,NA,NA,3.59091,5.114375,3.233333,0.72,0.0008,13.1,719.51,-0.278,N_A
temper,脾气,noun,2,16,4,4.62,0.62,16,5.62,1.15,16,3.89,1.76,19,4.9,2.07,21,4.25,2.08,16,-0.81,2.5,NA,NA,3.68966,6.153846,3.269231,19.05,0.0032,9.2,720.58,-0.469,N_A
